file_name,frame_index,start_sample,end_sample_exclusive,frame_length_samples,start_time_s,center_time_s,end_time_s,rms_dbfs,is_short_frame,is_silent_frame,include_in_median,exclusion_reason,fa_hz,fc_hz,fb_hz,bandwidth_hz,q_value,peak_db,minus_3db_target_db,n_valid_candidates,selected_peak_policy,status
V12after_20190408_tanto_tanto_02_mono.wav,0,0,2048,2048,0.0,0.023219954648526078,0.046439909297052155,-11.989404502576935,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,1,2048,4096,2048,0.046439909297052155,0.06965986394557823,0.09287981859410431,-12.76901679554317,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,2,4096,6144,2048,0.09287981859410431,0.11609977324263039,0.13931972789115646,-13.631289529831497,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,3,6144,8192,2048,0.13931972789115646,0.16253968253968254,0.18575963718820862,-12.895335876448936,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,4,8192,10240,2048,0.18575963718820862,0.2089795918367347,0.23219954648526078,-13.708387308026698,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,5,10240,12288,2048,0.23219954648526078,0.25541950113378686,0.2786394557823129,-13.14539168495362,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,6,12288,14336,2048,0.2786394557823129,0.301859410430839,0.3250793650793651,-15.764540282788104,False,False,True,,3283.8134765625,3126.310775223103,3415.1354287731338,288.8246535500307,11.369574709776886,40.1389799620578,37.1389799620578,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,7,14336,16384,2048,0.3250793650793651,0.34829931972789113,0.37151927437641724,-13.770025711811641,False,False,True,,3628.3447265625,3350.5438582381134,3803.8130440010577,453.2691857629443,8.004834302722912,35.16387883794374,32.16387883794374,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,8,16384,18432,2048,0.37151927437641724,0.3947392290249433,0.4179591836734694,-12.84157177184243,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,9,18432,20480,2048,0.4179591836734694,0.44117913832199546,0.46439909297052157,-13.63280024464942,False,False,True,,3434.5458984375,3028.3107733821,3654.3285994670273,626.0178260849275,5.486338815488553,38.121885869521314,35.121885869521314,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,10,20480,22528,2048,0.46439909297052157,0.4876190476190476,0.5108390022675737,-14.677307511062988,False,False,True,,3563.7451171875,3416.7112133834494,3693.191745687974,276.4805323045248,12.88967829844263,40.715021462509135,37.715021462509135,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,11,22528,24576,2048,0.5108390022675737,0.5340589569160997,0.5572789115646258,-15.702214358799974,False,False,True,,3348.4130859375,3040.669732347559,3537.4048349824043,496.73510263484513,6.74084248964171,36.736278637486734,33.736278637486734,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,12,24576,26624,2048,0.5572789115646258,0.5804988662131519,0.603718820861678,-13.876634599833038,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,13,26624,28672,2048,0.603718820861678,0.626938775510204,0.6501587301587302,-14.258822064900924,False,False,True,,3348.4130859375,3051.013967876691,3522.9405160510964,471.9265481744055,7.0951996637833945,39.35158934028738,36.35158934028738,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,14,28672,30720,2048,0.6501587301587302,0.6733786848072563,0.6965986394557823,-15.965988183852879,False,False,True,,3176.1474609375,2970.5028869852476,3307.5440800988404,337.0411931135927,9.423618020088854,39.360596587319044,36.360596587319044,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,15,30720,32768,2048,0.6965986394557823,0.7198185941043084,0.7430385487528345,-14.743924036174263,False,False,True,,3262.2802734375,3041.137166317436,3432.7156386102415,391.5784722928056,8.331102203693431,37.143683445364005,34.143683445364005,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,16,32768,34816,2048,0.7430385487528345,0.7662585034013606,0.7894784580498866,-14.931899152015378,False,False,True,,3456.0791015625,3028.1241634755033,3684.7644298470177,656.6402663715144,5.263276223768948,34.49638631994,31.49638631994,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,17,34816,36864,2048,0.7894784580498866,0.8126984126984127,0.8359183673469388,-14.55912636018557,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
V12after_20190408_tanto_tanto_02_mono.wav,18,36864,38912,2048,0.8359183673469388,0.8591383219954648,0.8823582766439909,-16.488424530894438,False,False,True,,3240.7470703125,3032.7627019777574,3385.6707845716787,352.90808259392134,9.18297775016253,38.630552431473326,35.630552431473326,1,largest-q,valid
V12after_20190408_tanto_tanto_02_mono.wav,19,38912,40960,2048,0.8823582766439909,0.905578231292517,0.9287981859410431,-14.506832660762255,False,False,True,,3283.8134765625,2686.504446261277,3512.398071101565,825.8936248402883,3.976073162203577,36.72367921827471,33.72367921827471,1,largest-q,valid
