Metric,Subject,Occasion,ReferenceSubject,ReferenceOccasion,PathIndex,PathLength,NormalizedPathPosition,ReferenceOriginalFrameIndex,ReferenceValidFrameIndex,ReferenceNormalizedFramePosition,ReferenceValue,TargetOriginalFrameIndex,TargetValidFrameIndex,TargetNormalizedFramePosition,TargetValue,LocalAbsoluteCost,Comparison_DTWnorm
Q_value,E02,Z1,M2025,REF,15,62,0.245901639344,17,12,0.260869565217,61.210006703417,15,7,0.269230769231,25.756875615750,35.453131087667,12.210709184628
Q_value,E02,Z1,M2025,REF,16,62,0.262295081967,18,13,0.282608695652,16.842821272505,15,7,0.269230769231,25.756875615750,8.914054343245,12.210709184628
Q_value,E02,Z1,M2025,REF,17,62,0.278688524590,19,14,0.304347826087,27.901129670225,15,7,0.269230769231,25.756875615750,2.144254054475,12.210709184628
Q_value,E02,Z1,M2025,REF,18,62,0.295081967213,20,15,0.326086956522,25.587494683788,15,7,0.269230769231,25.756875615750,0.169380931962,12.210709184628
Q_value,E02,Z1,M2025,REF,19,62,0.311475409836,21,16,0.347826086957,39.623076202212,15,7,0.269230769231,25.756875615750,13.866200586462,12.210709184628
Q_value,E02,Z1,M2025,REF,20,62,0.327868852459,22,17,0.369565217391,40.501518096056,15,7,0.269230769231,25.756875615750,14.744642480306,12.210709184628
Q_value,E02,Z1,M2025,REF,21,62,0.344262295082,23,18,0.391304347826,15.409386217032,16,8,0.307692307692,12.437448421868,2.971937795163,12.210709184628
Q_value,E02,Z1,M2025,REF,22,62,0.360655737705,24,19,0.413043478261,11.716405323250,16,8,0.307692307692,12.437448421868,0.721043098618,12.210709184628
Q_value,E02,Z1,M2025,REF,23,62,0.377049180328,25,20,0.434782608696,22.384333347115,16,8,0.307692307692,12.437448421868,9.946884925246,12.210709184628
Q_value,E02,Z1,M2025,REF,24,62,0.393442622951,26,21,0.456521739130,76.246871403190,16,8,0.307692307692,12.437448421868,63.809422981321,12.210709184628
Q_value,E02,Z1,M2025,REF,25,62,0.409836065574,27,22,0.478260869565,15.199337384337,16,8,0.307692307692,12.437448421868,2.761888962469,12.210709184628
Q_value,E02,Z1,M2025,REF,26,62,0.426229508197,28,23,0.500000000000,10.450255706531,16,8,0.307692307692,12.437448421868,1.987192715338,12.210709184628
Q_value,E02,Z1,M2025,REF,27,62,0.442622950820,29,24,0.521739130435,13.055540223775,16,8,0.307692307692,12.437448421868,0.618091801907,12.210709184628
Q_value,E02,Z1,M2025,REF,28,62,0.459016393443,30,25,0.543478260870,22.366099472383,16,8,0.307692307692,12.437448421868,9.928651050515,12.210709184628
Q_value,E02,Z1,M2025,REF,29,62,0.475409836066,31,26,0.565217391304,64.001370286205,16,8,0.307692307692,12.437448421868,51.563921864336,12.210709184628
Q_value,E02,Z1,M2025,REF,30,62,0.491803278689,32,27,0.586956521739,12.571413187197,16,8,0.307692307692,12.437448421868,0.133964765329,12.210709184628
Q_value,E02,Z1,M2025,REF,31,62,0.508196721311,33,28,0.608695652174,33.074799423666,16,8,0.307692307692,12.437448421868,20.637351001798,12.210709184628
Q_value,E02,Z1,M2025,REF,32,62,0.524590163934,34,29,0.630434782609,11.225533668025,16,8,0.307692307692,12.437448421868,1.211914753843,12.210709184628
Q_value,E02,Z1,M2025,REF,33,62,0.540983606557,35,30,0.652173913043,36.122972598668,16,8,0.307692307692,12.437448421868,23.685524176800,12.210709184628
Q_value,E02,Z1,M2025,REF,34,62,0.557377049180,36,31,0.673913043478,8.189830460835,16,8,0.307692307692,12.437448421868,4.247617961034,12.210709184628
Q_value,E02,Z1,M2025,REF,35,62,0.573770491803,37,32,0.695652173913,5.691883230628,16,8,0.307692307692,12.437448421868,6.745565191240,12.210709184628
Q_value,E02,Z1,M2025,REF,36,62,0.590163934426,38,33,0.717391304348,4.602789261382,16,8,0.307692307692,12.437448421868,7.834659160487,12.210709184628
Q_value,E02,Z1,M2025,REF,37,62,0.606557377049,41,34,0.739130434783,6.973969744279,16,8,0.307692307692,12.437448421868,5.463478677590,12.210709184628
Q_value,E02,Z1,M2025,REF,38,62,0.622950819672,42,35,0.760869565217,7.415338660177,17,9,0.346153846154,19.725719051174,12.310380390997,12.210709184628
Q_value,E02,Z1,M2025,REF,39,62,0.639344262295,48,36,0.782608695652,4.740277864160,18,10,0.384615384615,18.393227351789,13.652949487629,12.210709184628
Q_value,E02,Z1,M2025,REF,40,62,0.655737704918,49,37,0.804347826087,31.237802591124,19,11,0.423076923077,27.385449949364,3.852352641760,12.210709184628
Q_value,E02,Z1,M2025,REF,41,62,0.672131147541,50,38,0.826086956522,26.584541568414,19,11,0.423076923077,27.385449949364,0.800908380950,12.210709184628
Q_value,E02,Z1,M2025,REF,42,62,0.688524590164,51,39,0.847826086957,73.129958978402,20,12,0.461538461538,33.612076301041,39.517882677360,12.210709184628
Q_value,E02,Z1,M2025,REF,43,62,0.704918032787,52,40,0.869565217391,46.303070960336,20,12,0.461538461538,33.612076301041,12.690994659295,12.210709184628
Q_value,E02,Z1,M2025,REF,44,62,0.721311475410,53,41,0.891304347826,91.021082411492,20,12,0.461538461538,33.612076301041,57.409006110451,12.210709184628
Q_value,E02,Z1,M2025,REF,45,62,0.737704918033,54,42,0.913043478261,36.067643376145,20,12,0.461538461538,33.612076301041,2.455567075104,12.210709184628
Q_value,E02,Z1,M2025,REF,46,62,0.754098360656,55,43,0.934782608696,78.697299626535,20,12,0.461538461538,33.612076301041,45.085223325493,12.210709184628
Q_value,E02,Z1,M2025,REF,47,62,0.770491803279,56,44,0.956521739130,70.737945322118,20,12,0.461538461538,33.612076301041,37.125869021077,12.210709184628
Q_value,E02,Z1,M2025,REF,48,62,0.786885245902,57,45,0.978260869565,15.617397533671,21,13,0.500000000000,21.143090523780,5.525692990110,12.210709184628
Q_value,E02,Z1,M2025,REF,49,62,0.803278688525,57,45,0.978260869565,15.617397533671,22,14,0.538461538462,24.683387081039,9.065989547368,12.210709184628
Q_value,E02,Z1,M2025,REF,50,62,0.819672131148,57,45,0.978260869565,15.617397533671,23,15,0.576923076923,24.772381724344,9.154984190673,12.210709184628
Q_value,E02,Z1,M2025,REF,51,62,0.836065573770,58,46,1.000000000000,9.099171592416,24,16,0.615384615385,6.579480669533,2.519690922883,12.210709184628
Q_value,E02,Z1,M2025,REF,52,62,0.852459016393,58,46,1.000000000000,9.099171592416,30,17,0.653846153846,8.325791643071,0.773379949345,12.210709184628
Q_value,E02,Z1,M2025,REF,53,62,0.868852459016,58,46,1.000000000000,9.099171592416,31,18,0.692307692308,6.227711500575,2.871460091841,12.210709184628
Q_value,E02,Z1,M2025,REF,54,62,0.885245901639,58,46,1.000000000000,9.099171592416,34,19,0.730769230769,6.140147133991,2.959024458425,12.210709184628
Q_value,E02,Z1,M2025,REF,55,62,0.901639344262,58,46,1.000000000000,9.099171592416,36,20,0.769230769231,4.933733682414,4.165437910002,12.210709184628
Q_value,E02,Z1,M2025,REF,56,62,0.918032786885,58,46,1.000000000000,9.099171592416,37,21,0.807692307692,5.553004646570,3.546166945846,12.210709184628
Q_value,E02,Z1,M2025,REF,57,62,0.934426229508,58,46,1.000000000000,9.099171592416,38,22,0.846153846154,7.765483569480,1.333688022936,12.210709184628
Q_value,E02,Z1,M2025,REF,58,62,0.950819672131,58,46,1.000000000000,9.099171592416,39,23,0.884615384615,7.398929951823,1.700241640593,12.210709184628
Q_value,E02,Z1,M2025,REF,59,62,0.967213114754,58,46,1.000000000000,9.099171592416,40,24,0.923076923077,6.624568640202,2.474602952214,12.210709184628
Q_value,E02,Z1,M2025,REF,60,62,0.983606557377,58,46,1.000000000000,9.099171592416,41,25,0.961538461538,9.096112078701,0.003059513715,12.210709184628
Q_value,E02,Z1,M2025,REF,61,62,1.000000000000,58,46,1.000000000000,9.099171592416,42,26,1.000000000000,10.856478329590,1.757306737174,12.210709184628
Q_value,E02,Z2,M2025,REF,0,58,0.000000000000,0,0,0.000000000000,3.447937054269,7,0,0.000000000000,4.342788928965,0.894851874696,12.760456017770
Q_value,E02,Z2,M2025,REF,1,58,0.017543859649,5,1,0.021739130435,7.455585348620,8,1,0.037037037037,7.690181071211,0.234595722591,12.760456017770
Q_value,E02,Z2,M2025,REF,2,58,0.035087719298,5,1,0.021739130435,7.455585348620,9,2,0.074074074074,6.430599383009,1.024985965611,12.760456017770
Q_value,E02,Z2,M2025,REF,3,58,0.052631578947,5,1,0.021739130435,7.455585348620,10,3,0.111111111111,11.649352052535,4.193766703915,12.760456017770
Q_value,E02,Z2,M2025,REF,4,58,0.070175438596,6,2,0.043478260870,16.992255148086,12,4,0.148148148148,16.523254046684,0.469001101402,12.760456017770
Q_value,E02,Z2,M2025,REF,5,58,0.087719298246,7,3,0.065217391304,19.801359836563,12,4,0.148148148148,16.523254046684,3.278105789879,12.760456017770
Q_value,E02,Z2,M2025,REF,6,58,0.105263157895,8,4,0.086956521739,27.015376883889,12,4,0.148148148148,16.523254046684,10.492122837205,12.760456017770
Q_value,E02,Z2,M2025,REF,7,58,0.122807017544,10,5,0.108695652174,21.603104881885,12,4,0.148148148148,16.523254046684,5.079850835202,12.760456017770
Q_value,E02,Z2,M2025,REF,8,58,0.140350877193,11,6,0.130434782609,86.322322079012,12,4,0.148148148148,16.523254046684,69.799068032328,12.760456017770
Q_value,E02,Z2,M2025,REF,9,58,0.157894736842,12,7,0.152173913043,81.656393483963,12,4,0.148148148148,16.523254046684,65.133139437279,12.760456017770
Q_value,E02,Z2,M2025,REF,10,58,0.175438596491,13,8,0.173913043478,23.709688313149,12,4,0.148148148148,16.523254046684,7.186434266466,12.760456017770
Q_value,E02,Z2,M2025,REF,11,58,0.192982456140,14,9,0.195652173913,21.957404367272,12,4,0.148148148148,16.523254046684,5.434150320588,12.760456017770
Q_value,E02,Z2,M2025,REF,12,58,0.210526315789,15,10,0.217391304348,38.689814008544,12,4,0.148148148148,16.523254046684,22.166559961860,12.760456017770
Q_value,E02,Z2,M2025,REF,13,58,0.228070175439,16,11,0.239130434783,62.103287577067,12,4,0.148148148148,16.523254046684,45.580033530383,12.760456017770
Q_value,E02,Z2,M2025,REF,14,58,0.245614035088,17,12,0.260869565217,61.210006703417,12,4,0.148148148148,16.523254046684,44.686752656733,12.760456017770
Q_value,E02,Z2,M2025,REF,15,58,0.263157894737,18,13,0.282608695652,16.842821272505,12,4,0.148148148148,16.523254046684,0.319567225822,12.760456017770
Q_value,E02,Z2,M2025,REF,16,58,0.280701754386,19,14,0.304347826087,27.901129670225,12,4,0.148148148148,16.523254046684,11.377875623541,12.760456017770
Q_value,E02,Z2,M2025,REF,17,58,0.298245614035,20,15,0.326086956522,25.587494683788,12,4,0.148148148148,16.523254046684,9.064240637104,12.760456017770
Q_value,E02,Z2,M2025,REF,18,58,0.315789473684,21,16,0.347826086957,39.623076202212,12,4,0.148148148148,16.523254046684,23.099822155528,12.760456017770
Q_value,E02,Z2,M2025,REF,19,58,0.333333333333,22,17,0.369565217391,40.501518096056,12,4,0.148148148148,16.523254046684,23.978264049372,12.760456017770
Q_value,E02,Z2,M2025,REF,20,58,0.350877192982,23,18,0.391304347826,15.409386217032,12,4,0.148148148148,16.523254046684,1.113867829652,12.760456017770
Q_value,E02,Z2,M2025,REF,21,58,0.368421052632,24,19,0.413043478261,11.716405323250,12,4,0.148148148148,16.523254046684,4.806848723434,12.760456017770
Q_value,E02,Z2,M2025,REF,22,58,0.385964912281,25,20,0.434782608696,22.384333347115,12,4,0.148148148148,16.523254046684,5.861079300431,12.760456017770
Q_value,E02,Z2,M2025,REF,23,58,0.403508771930,26,21,0.456521739130,76.246871403190,12,4,0.148148148148,16.523254046684,59.723617356506,12.760456017770
Q_value,E02,Z2,M2025,REF,24,58,0.421052631579,27,22,0.478260869565,15.199337384337,12,4,0.148148148148,16.523254046684,1.323916662346,12.760456017770
Q_value,E02,Z2,M2025,REF,25,58,0.438596491228,28,23,0.500000000000,10.450255706531,13,5,0.185185185185,9.507893330037,0.942362376494,12.760456017770
Q_value,E02,Z2,M2025,REF,26,58,0.456140350877,28,23,0.500000000000,10.450255706531,14,6,0.222222222222,11.571849944061,1.121594237530,12.760456017770
Q_value,E02,Z2,M2025,REF,27,58,0.473684210526,28,23,0.500000000000,10.450255706531,15,7,0.259259259259,7.790611717476,2.659643989055,12.760456017770
Q_value,E02,Z2,M2025,REF,28,58,0.491228070175,28,23,0.500000000000,10.450255706531,16,8,0.296296296296,8.336022087874,2.114233618657,12.760456017770
Q_value,E02,Z2,M2025,REF,29,58,0.508771929825,28,23,0.500000000000,10.450255706531,17,9,0.333333333333,7.711510152735,2.738745553796,12.760456017770
Q_value,E02,Z2,M2025,REF,30,58,0.526315789474,28,23,0.500000000000,10.450255706531,18,10,0.370370370370,6.988316205670,3.461939500861,12.760456017770
Q_value,E02,Z2,M2025,REF,31,58,0.543859649123,28,23,0.500000000000,10.450255706531,20,11,0.407407407407,11.519947144578,1.069691438047,12.760456017770
Q_value,E02,Z2,M2025,REF,32,58,0.561403508772,28,23,0.500000000000,10.450255706531,21,12,0.444444444444,9.231554318510,1.218701388021,12.760456017770
Q_value,E02,Z2,M2025,REF,33,58,0.578947368421,29,24,0.521739130435,13.055540223775,23,13,0.481481481481,13.748981229417,0.693441005642,12.760456017770
Q_value,E02,Z2,M2025,REF,34,58,0.596491228070,30,25,0.543478260870,22.366099472383,23,13,0.481481481481,13.748981229417,8.617118242966,12.760456017770
Q_value,E02,Z2,M2025,REF,35,58,0.614035087719,31,26,0.565217391304,64.001370286205,23,13,0.481481481481,13.748981229417,50.252389056788,12.760456017770
Q_value,E02,Z2,M2025,REF,36,58,0.631578947368,32,27,0.586956521739,12.571413187197,23,13,0.481481481481,13.748981229417,1.177568042220,12.760456017770
Q_value,E02,Z2,M2025,REF,37,58,0.649122807018,33,28,0.608695652174,33.074799423666,23,13,0.481481481481,13.748981229417,19.325818194249,12.760456017770
Q_value,E02,Z2,M2025,REF,38,58,0.666666666667,34,29,0.630434782609,11.225533668025,25,14,0.518518518519,7.144204834786,4.081328833239,12.760456017770
Q_value,E02,Z2,M2025,REF,39,58,0.684210526316,34,29,0.630434782609,11.225533668025,26,15,0.555555555556,11.415217628467,0.189683960442,12.760456017770
Q_value,E02,Z2,M2025,REF,40,58,0.701754385965,35,30,0.652173913043,36.122972598668,27,16,0.592592592593,11.065746897241,25.057225701427,12.760456017770
Q_value,E02,Z2,M2025,REF,41,58,0.719298245614,36,31,0.673913043478,8.189830460835,28,17,0.629629629630,8.122376928184,0.067453532650,12.760456017770
Q_value,E02,Z2,M2025,REF,42,58,0.736842105263,37,32,0.695652173913,5.691883230628,33,18,0.666666666667,7.650194975477,1.958311744848,12.760456017770
Q_value,E02,Z2,M2025,REF,43,58,0.754385964912,38,33,0.717391304348,4.602789261382,33,18,0.666666666667,7.650194975477,3.047405714095,12.760456017770
Q_value,E02,Z2,M2025,REF,44,58,0.771929824561,41,34,0.739130434783,6.973969744279,34,19,0.703703703704,15.049884409570,8.075914665291,12.760456017770
Q_value,E02,Z2,M2025,REF,45,58,0.789473684211,42,35,0.760869565217,7.415338660177,35,20,0.740740740741,11.684932347395,4.269593687218,12.760456017770
Q_value,E02,Z2,M2025,REF,46,58,0.807017543860,48,36,0.782608695652,4.740277864160,36,21,0.777777777778,14.345284319320,9.605006455161,12.760456017770
Q_value,E02,Z2,M2025,REF,47,58,0.824561403509,49,37,0.804347826087,31.237802591124,37,22,0.814814814815,31.899294220390,0.661491629266,12.760456017770
Q_value,E02,Z2,M2025,REF,48,58,0.842105263158,50,38,0.826086956522,26.584541568414,38,23,0.851851851852,25.864785121701,0.719756446713,12.760456017770
Q_value,E02,Z2,M2025,REF,49,58,0.859649122807,50,38,0.826086956522,26.584541568414,39,24,0.888888888889,31.145611087036,4.561069518623,12.760456017770
Q_value,E02,Z2,M2025,REF,50,58,0.877192982456,51,39,0.847826086957,73.129958978402,40,25,0.925925925926,72.725877587907,0.404081390494,12.760456017770
Q_value,E02,Z2,M2025,REF,51,58,0.894736842105,52,40,0.869565217391,46.303070960336,40,25,0.925925925926,72.725877587907,26.422806627571,12.760456017770
Q_value,E02,Z2,M2025,REF,52,58,0.912280701754,53,41,0.891304347826,91.021082411492,40,25,0.925925925926,72.725877587907,18.295204823585,12.760456017770
Q_value,E02,Z2,M2025,REF,53,58,0.929824561404,54,42,0.913043478261,36.067643376145,40,25,0.925925925926,72.725877587907,36.658234211762,12.760456017770
Q_value,E02,Z2,M2025,REF,54,58,0.947368421053,55,43,0.934782608696,78.697299626535,40,25,0.925925925926,72.725877587907,5.971422038627,12.760456017770
Q_value,E02,Z2,M2025,REF,55,58,0.964912280702,56,44,0.956521739130,70.737945322118,40,25,0.925925925926,72.725877587907,1.987932265790,12.760456017770
Q_value,E02,Z2,M2025,REF,56,58,0.982456140351,57,45,0.978260869565,15.617397533671,41,26,0.962962962963,47.478754422551,31.861356888880,12.760456017770
Q_value,E02,Z2,M2025,REF,57,58,1.000000000000,58,46,1.000000000000,9.099171592416,42,27,1.000000000000,43.594575243172,34.495403650756,12.760456017770
SFR,E03,Z1,M2025,REF,0,97,0.000000000000,0,0,0.000000000000,27.447391354473,0,0,0.000000000000,4.233997849604,23.213393504870,5.094629546741
SFR,E03,Z1,M2025,REF,1,97,0.010416666667,1,1,0.016666666667,6.104176381052,1,1,0.023255813953,4.149334520931,1.954841860122,5.094629546741
SFR,E03,Z1,M2025,REF,2,97,0.020833333333,2,2,0.033333333333,7.257668029280,2,2,0.046511627907,2.848568854231,4.409099175049,5.094629546741
SFR,E03,Z1,M2025,REF,3,97,0.031250000000,3,3,0.050000000000,7.717222397772,3,3,0.069767441860,2.095550198549,5.621672199223,5.094629546741
SFR,E03,Z1,M2025,REF,4,97,0.041666666667,4,4,0.066666666667,5.088392840397,4,4,0.093023255814,2.633704946817,2.454687893580,5.094629546741
SFR,E03,Z1,M2025,REF,5,97,0.052083333333,4,4,0.066666666667,5.088392840397,5,5,0.116279069767,2.491938625470,2.596454214927,5.094629546741
SFR,E03,Z1,M2025,REF,6,97,0.062500000000,4,4,0.066666666667,5.088392840397,6,6,0.139534883721,4.000151948662,1.088240891735,5.094629546741
SFR,E03,Z1,M2025,REF,7,97,0.072916666667,4,4,0.066666666667,5.088392840397,7,7,0.162790697674,4.263704381849,0.824688458549,5.094629546741
SFR,E03,Z1,M2025,REF,8,97,0.083333333333,4,4,0.066666666667,5.088392840397,8,8,0.186046511628,6.078131372390,0.989738531993,5.094629546741
SFR,E03,Z1,M2025,REF,9,97,0.093750000000,4,4,0.066666666667,5.088392840397,9,9,0.209302325581,5.674689948795,0.586297108398,5.094629546741
SFR,E03,Z1,M2025,REF,10,97,0.104166666667,4,4,0.066666666667,5.088392840397,10,10,0.232558139535,3.260834902217,1.827557938180,5.094629546741
SFR,E03,Z1,M2025,REF,11,97,0.114583333333,4,4,0.066666666667,5.088392840397,11,11,0.255813953488,5.411034769335,0.322641928937,5.094629546741
SFR,E03,Z1,M2025,REF,12,97,0.125000000000,4,4,0.066666666667,5.088392840397,12,12,0.279069767442,4.963302132747,0.125090707651,5.094629546741
SFR,E03,Z1,M2025,REF,13,97,0.135416666667,4,4,0.066666666667,5.088392840397,13,13,0.302325581395,4.530087297229,0.558305543168,5.094629546741
SFR,E03,Z1,M2025,REF,14,97,0.145833333333,4,4,0.066666666667,5.088392840397,14,14,0.325581395349,7.121070913914,2.032678073517,5.094629546741
SFR,E03,Z1,M2025,REF,15,97,0.156250000000,4,4,0.066666666667,5.088392840397,15,15,0.348837209302,5.776663609803,0.688270769405,5.094629546741
SFR,E03,Z1,M2025,REF,16,97,0.166666666667,5,5,0.083333333333,9.089836816578,16,16,0.372093023256,8.008839743544,1.080997073034,5.094629546741
SFR,E03,Z1,M2025,REF,17,97,0.177083333333,5,5,0.083333333333,9.089836816578,17,17,0.395348837209,6.119650873702,2.970185942876,5.094629546741
SFR,E03,Z1,M2025,REF,18,97,0.187500000000,6,6,0.100000000000,12.503842471894,18,18,0.418604651163,10.135668451032,2.368174020862,5.094629546741
SFR,E03,Z1,M2025,REF,19,97,0.197916666667,7,7,0.116666666667,15.171999406206,18,18,0.418604651163,10.135668451032,5.036330955174,5.094629546741
SFR,E03,Z1,M2025,REF,20,97,0.208333333333,8,8,0.133333333333,18.201637423284,18,18,0.418604651163,10.135668451032,8.065968972252,5.094629546741
SFR,E03,Z1,M2025,REF,21,97,0.218750000000,9,9,0.150000000000,7.090400977046,18,18,0.418604651163,10.135668451032,3.045267473987,5.094629546741
SFR,E03,Z1,M2025,REF,22,97,0.229166666667,10,10,0.166666666667,15.315925649650,18,18,0.418604651163,10.135668451032,5.180257198618,5.094629546741
SFR,E03,Z1,M2025,REF,23,97,0.239583333333,11,11,0.183333333333,19.864482342887,18,18,0.418604651163,10.135668451032,9.728813891854,5.094629546741
SFR,E03,Z1,M2025,REF,24,97,0.250000000000,12,12,0.200000000000,25.376052344683,18,18,0.418604651163,10.135668451032,15.240383893651,5.094629546741
SFR,E03,Z1,M2025,REF,25,97,0.260416666667,13,13,0.216666666667,18.865416022571,18,18,0.418604651163,10.135668451032,8.729747571539,5.094629546741
SFR,E03,Z1,M2025,REF,26,97,0.270833333333,14,14,0.233333333333,13.426831882901,18,18,0.418604651163,10.135668451032,3.291163431869,5.094629546741
SFR,E03,Z1,M2025,REF,27,97,0.281250000000,15,15,0.250000000000,19.921966701777,18,18,0.418604651163,10.135668451032,9.786298250744,5.094629546741
SFR,E03,Z1,M2025,REF,28,97,0.291666666667,16,16,0.266666666667,17.505453148093,18,18,0.418604651163,10.135668451032,7.369784697061,5.094629546741
SFR,E03,Z1,M2025,REF,29,97,0.302083333333,17,17,0.283333333333,21.256713670566,18,18,0.418604651163,10.135668451032,11.121045219534,5.094629546741
SFR,E03,Z1,M2025,REF,30,97,0.312500000000,18,18,0.300000000000,17.140365111539,18,18,0.418604651163,10.135668451032,7.004696660507,5.094629546741
SFR,E03,Z1,M2025,REF,31,97,0.322916666667,19,19,0.316666666667,23.273312703667,18,18,0.418604651163,10.135668451032,13.137644252635,5.094629546741
SFR,E03,Z1,M2025,REF,32,97,0.333333333333,20,20,0.333333333333,20.042312180220,18,18,0.418604651163,10.135668451032,9.906643729188,5.094629546741
SFR,E03,Z1,M2025,REF,33,97,0.343750000000,21,21,0.350000000000,15.181246930422,18,18,0.418604651163,10.135668451032,5.045578479390,5.094629546741
SFR,E03,Z1,M2025,REF,34,97,0.354166666667,22,22,0.366666666667,21.948910366429,18,18,0.418604651163,10.135668451032,11.813241915397,5.094629546741
SFR,E03,Z1,M2025,REF,35,97,0.364583333333,23,23,0.383333333333,16.990350651854,18,18,0.418604651163,10.135668451032,6.854682200822,5.094629546741
SFR,E03,Z1,M2025,REF,36,97,0.375000000000,24,24,0.400000000000,13.136850996573,18,18,0.418604651163,10.135668451032,3.001182545541,5.094629546741
SFR,E03,Z1,M2025,REF,37,97,0.385416666667,25,25,0.416666666667,25.402761559992,18,18,0.418604651163,10.135668451032,15.267093108959,5.094629546741
SFR,E03,Z1,M2025,REF,38,97,0.395833333333,26,26,0.433333333333,17.884583064766,18,18,0.418604651163,10.135668451032,7.748914613734,5.094629546741
SFR,E03,Z1,M2025,REF,39,97,0.406250000000,27,27,0.450000000000,15.812707181010,18,18,0.418604651163,10.135668451032,5.677038729978,5.094629546741
SFR,E03,Z1,M2025,REF,40,97,0.416666666667,28,28,0.466666666667,16.584392472260,18,18,0.418604651163,10.135668451032,6.448724021228,5.094629546741
SFR,E03,Z1,M2025,REF,41,97,0.427083333333,29,29,0.483333333333,24.083574632173,18,18,0.418604651163,10.135668451032,13.947906181141,5.094629546741
SFR,E03,Z1,M2025,REF,42,97,0.437500000000,30,30,0.500000000000,21.558652344305,18,18,0.418604651163,10.135668451032,11.422983893272,5.094629546741
SFR,E03,Z1,M2025,REF,43,97,0.447916666667,31,31,0.516666666667,15.901996317359,18,18,0.418604651163,10.135668451032,5.766327866327,5.094629546741
SFR,E03,Z1,M2025,REF,44,97,0.458333333333,32,32,0.533333333333,22.099005446027,18,18,0.418604651163,10.135668451032,11.963336994994,5.094629546741
SFR,E03,Z1,M2025,REF,45,97,0.468750000000,33,33,0.550000000000,20.518662009335,18,18,0.418604651163,10.135668451032,10.382993558302,5.094629546741
SFR,E03,Z1,M2025,REF,46,97,0.479166666667,34,34,0.566666666667,23.768366875636,18,18,0.418604651163,10.135668451032,13.632698424604,5.094629546741
SFR,E03,Z1,M2025,REF,47,97,0.489583333333,35,35,0.583333333333,17.994766100830,18,18,0.418604651163,10.135668451032,7.859097649798,5.094629546741
SFR,E03,Z1,M2025,REF,48,97,0.500000000000,36,36,0.600000000000,14.272820943267,18,18,0.418604651163,10.135668451032,4.137152492235,5.094629546741
SFR,E03,Z1,M2025,REF,49,97,0.510416666667,37,37,0.616666666667,10.151540881743,18,18,0.418604651163,10.135668451032,0.015872430711,5.094629546741
SFR,E03,Z1,M2025,REF,50,97,0.520833333333,38,38,0.633333333333,7.496863617742,18,18,0.418604651163,10.135668451032,2.638804833291,5.094629546741
SFR,E03,Z1,M2025,REF,51,97,0.531250000000,39,39,0.650000000000,8.877685585740,18,18,0.418604651163,10.135668451032,1.257982865292,5.094629546741
SFR,E03,Z1,M2025,REF,52,97,0.541666666667,40,40,0.666666666667,9.130678798129,18,18,0.418604651163,10.135668451032,1.004989652904,5.094629546741
SFR,E03,Z1,M2025,REF,53,97,0.552083333333,41,41,0.683333333333,9.958936706168,18,18,0.418604651163,10.135668451032,0.176731744864,5.094629546741
SFR,E03,Z1,M2025,REF,54,97,0.562500000000,42,42,0.700000000000,6.234493865598,18,18,0.418604651163,10.135668451032,3.901174585434,5.094629546741
SFR,E03,Z1,M2025,REF,55,97,0.572916666667,43,43,0.716666666667,2.662732453651,18,18,0.418604651163,10.135668451032,7.472935997381,5.094629546741
SFR,E03,Z1,M2025,REF,56,97,0.583333333333,44,44,0.733333333333,2.153140903040,18,18,0.418604651163,10.135668451032,7.982527547993,5.094629546741
SFR,E03,Z1,M2025,REF,57,97,0.593750000000,45,45,0.750000000000,21.855221001230,18,18,0.418604651163,10.135668451032,11.719552550197,5.094629546741
SFR,E03,Z1,M2025,REF,58,97,0.604166666667,46,46,0.766666666667,8.123955099490,18,18,0.418604651163,10.135668451032,2.011713351542,5.094629546741
SFR,E03,Z1,M2025,REF,59,97,0.614583333333,47,47,0.783333333333,7.290868842436,18,18,0.418604651163,10.135668451032,2.844799608597,5.094629546741
SFR,E03,Z1,M2025,REF,60,97,0.625000000000,48,48,0.800000000000,10.975009981498,18,18,0.418604651163,10.135668451032,0.839341530466,5.094629546741
SFR,E03,Z1,M2025,REF,61,97,0.635416666667,49,49,0.816666666667,18.729863180352,18,18,0.418604651163,10.135668451032,8.594194729320,5.094629546741
SFR,E03,Z1,M2025,REF,62,97,0.645833333333,50,50,0.833333333333,19.751115600517,18,18,0.418604651163,10.135668451032,9.615447149485,5.094629546741
SFR,E03,Z1,M2025,REF,63,97,0.656250000000,51,51,0.850000000000,18.061279020804,18,18,0.418604651163,10.135668451032,7.925610569771,5.094629546741
SFR,E03,Z1,M2025,REF,64,97,0.666666666667,52,52,0.866666666667,18.008989514847,18,18,0.418604651163,10.135668451032,7.873321063815,5.094629546741
SFR,E03,Z1,M2025,REF,65,97,0.677083333333,53,53,0.883333333333,28.696834085206,18,18,0.418604651163,10.135668451032,18.561165634174,5.094629546741
SFR,E03,Z1,M2025,REF,66,97,0.687500000000,54,54,0.900000000000,21.216549452171,18,18,0.418604651163,10.135668451032,11.080881001139,5.094629546741
SFR,E03,Z1,M2025,REF,67,97,0.697916666667,55,55,0.916666666667,19.431646281337,18,18,0.418604651163,10.135668451032,9.295977830305,5.094629546741
