Metric,Subject,Occasion,ReferenceSubject,ReferenceOccasion,PathIndex,PathLength,NormalizedPathPosition,ReferenceOriginalFrameIndex,ReferenceValidFrameIndex,ReferenceNormalizedFramePosition,ReferenceValue,TargetOriginalFrameIndex,TargetValidFrameIndex,TargetNormalizedFramePosition,TargetValue,LocalAbsoluteCost,Comparison_DTWnorm
SFR,E01,Z1,M2025,REF,70,73,0.972222222222,58,58,0.966666666667,13.403921276267,37,37,0.973684210526,14.210680474144,0.806759197877,2.828649647035
SFR,E01,Z1,M2025,REF,71,73,0.986111111111,59,59,0.983333333333,9.309132877968,37,37,0.973684210526,14.210680474144,4.901547596177,2.828649647035
SFR,E01,Z1,M2025,REF,72,73,1.000000000000,60,60,1.000000000000,7.054773464338,38,38,1.000000000000,16.070840603889,9.016067139552,2.828649647035
SFR,E01,Z2,M2025,REF,0,69,0.000000000000,0,0,0.000000000000,27.447391354473,0,0,0.000000000000,9.435045184336,18.012346170137,2.780371099667
SFR,E01,Z2,M2025,REF,1,69,0.014705882353,1,1,0.016666666667,6.104176381052,1,1,0.017543859649,6.543620276194,0.439443895141,2.780371099667
SFR,E01,Z2,M2025,REF,2,69,0.029411764706,2,2,0.033333333333,7.257668029280,2,2,0.035087719298,10.449156471800,3.191488442521,2.780371099667
SFR,E01,Z2,M2025,REF,3,69,0.044117647059,3,3,0.050000000000,7.717222397772,3,3,0.052631578947,6.692882919516,1.024339478256,2.780371099667
SFR,E01,Z2,M2025,REF,4,69,0.058823529412,4,4,0.066666666667,5.088392840397,4,4,0.070175438596,6.315368578222,1.226975737825,2.780371099667
SFR,E01,Z2,M2025,REF,5,69,0.073529411765,5,5,0.083333333333,9.089836816578,5,5,0.087719298246,10.314099477053,1.224262660475,2.780371099667
SFR,E01,Z2,M2025,REF,6,69,0.088235294118,6,6,0.100000000000,12.503842471894,6,6,0.105263157895,13.346589372462,0.842746900568,2.780371099667
SFR,E01,Z2,M2025,REF,7,69,0.102941176471,7,7,0.116666666667,15.171999406206,7,7,0.122807017544,13.914294615141,1.257704791065,2.780371099667
SFR,E01,Z2,M2025,REF,8,69,0.117647058824,7,7,0.116666666667,15.171999406206,8,8,0.140350877193,15.678527561849,0.506528155643,2.780371099667
SFR,E01,Z2,M2025,REF,9,69,0.132352941176,8,8,0.133333333333,18.201637423284,9,9,0.157894736842,16.479766972284,1.721870451001,2.780371099667
SFR,E01,Z2,M2025,REF,10,69,0.147058823529,9,9,0.150000000000,7.090400977046,10,10,0.175438596491,16.456061776097,9.365660799052,2.780371099667
SFR,E01,Z2,M2025,REF,11,69,0.161764705882,10,10,0.166666666667,15.315925649650,10,10,0.175438596491,16.456061776097,1.140136126447,2.780371099667
SFR,E01,Z2,M2025,REF,12,69,0.176470588235,11,11,0.183333333333,19.864482342887,11,11,0.192982456140,21.655045476619,1.790563133732,2.780371099667
SFR,E01,Z2,M2025,REF,13,69,0.191176470588,12,12,0.200000000000,25.376052344683,11,11,0.192982456140,21.655045476619,3.721006868064,2.780371099667
SFR,E01,Z2,M2025,REF,14,69,0.205882352941,13,13,0.216666666667,18.865416022571,12,12,0.210526315789,17.120193899867,1.745222122704,2.780371099667
SFR,E01,Z2,M2025,REF,15,69,0.220588235294,14,14,0.233333333333,13.426831882901,13,13,0.228070175439,14.097613695230,0.670781812328,2.780371099667
SFR,E01,Z2,M2025,REF,16,69,0.235294117647,15,15,0.250000000000,19.921966701777,14,14,0.245614035088,23.954478765434,4.032512063658,2.780371099667
SFR,E01,Z2,M2025,REF,17,69,0.250000000000,16,16,0.266666666667,17.505453148093,15,15,0.263157894737,15.558766291649,1.946686856445,2.780371099667
SFR,E01,Z2,M2025,REF,18,69,0.264705882353,17,17,0.283333333333,21.256713670566,16,16,0.280701754386,15.557971834393,5.698741836173,2.780371099667
SFR,E01,Z2,M2025,REF,19,69,0.279411764706,18,18,0.300000000000,17.140365111539,17,17,0.298245614035,16.317098803578,0.823266307961,2.780371099667
SFR,E01,Z2,M2025,REF,20,69,0.294117647059,19,19,0.316666666667,23.273312703667,18,18,0.315789473684,24.766867465742,1.493554762076,2.780371099667
SFR,E01,Z2,M2025,REF,21,69,0.308823529412,19,19,0.316666666667,23.273312703667,19,19,0.333333333333,30.265230090053,6.991917386386,2.780371099667
SFR,E01,Z2,M2025,REF,22,69,0.323529411765,20,20,0.333333333333,20.042312180220,20,20,0.350877192982,18.033303898913,2.009008281307,2.780371099667
SFR,E01,Z2,M2025,REF,23,69,0.338235294118,21,21,0.350000000000,15.181246930422,20,20,0.350877192982,18.033303898913,2.852056968491,2.780371099667
SFR,E01,Z2,M2025,REF,24,69,0.352941176471,22,22,0.366666666667,21.948910366429,21,21,0.368421052632,19.402581978415,2.546328388015,2.780371099667
SFR,E01,Z2,M2025,REF,25,69,0.367647058824,23,23,0.383333333333,16.990350651854,21,21,0.368421052632,19.402581978415,2.412231326560,2.780371099667
