frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms,energy_50_1000,energy_1000_5000,alpha_ratio_db_low_over_high,alpha_ratio_db_high_over_low_check
0,0,2048,2048,0,0.0464399093,0.131286908,259550.665,19578.10868,11.22451411,-11.22451411
1,2048,4096,2048,0.0464399093,0.09287981859,0.2327845534,709351.3563,242157.9524,4.667626678,-4.667626678
2,4096,6144,2048,0.09287981859,0.1393197279,0.205181802,490595.5338,313824.615,1.940365856,-1.940365856
3,6144,8192,2048,0.1393197279,0.1857596372,0.1226011446,141007.4212,120117.0376,0.696373573,-0.696373573
4,8192,10240,2048,0.1857596372,0.2321995465,0.1678245134,207319.6559,383640.5423,-2.672840168,2.672840168
5,10240,12288,2048,0.2321995465,0.2786394558,0.2270704585,280524.347,665611.1665,-3.752500391,3.752500391
6,12288,14336,2048,0.2786394558,0.3250793651,0.1788430275,197338.0278,239768.8296,-0.8458193978,0.8458193978
7,14336,16384,2048,0.3250793651,0.3715192744,0.1296015001,72901.08459,83668.59517,-0.5982848746,0.5982848746
8,16384,18432,2048,0.3715192744,0.4179591837,0.1343431548,20727.15389,198540.6455,-9.813097578,9.813097578
9,18432,20480,2048,0.4179591837,0.464399093,0.1842945951,268331.7463,371262.7689,-1.410093422,1.410093422
10,20480,22528,2048,0.464399093,0.5108390023,0.1462138322,88456.04927,115060.7204,-1.141995504,1.141995504
11,22528,24576,2048,0.5108390023,0.5572789116,0.1379149858,79341.81813,102191.66,-1.099133056,1.099133056
12,24576,26624,2048,0.5572789116,0.6037188209,0.1270659558,37801.34641,288423.8064,-8.825238353,8.825238353
13,26624,28672,2048,0.6037188209,0.6501587302,0.1790563718,179043.2969,380098.9528,-3.269386067,3.269386067
14,28672,30720,2048,0.6501587302,0.6965986395,0.1490929946,176402.4763,101704.6696,2.39163784,-2.39163784
15,30720,32768,2048,0.6965986395,0.7430385488,0.1466228094,86966.81708,197249.8833,-3.556631794,3.556631794
16,32768,34816,2048,0.7430385488,0.789478458,0.1115739856,70177.01294,132247.4976,-2.751925843,2.751925843
17,34816,36864,2048,0.789478458,0.8359183673,0.1803601838,138370.1016,214803.1191,-1.909983236,1.909983236
18,36864,38912,2048,0.8359183673,0.8823582766,0.1697987713,406645.7342,121662.0256,5.24061178,-5.24061178
19,38912,40960,2048,0.8823582766,0.9287981859,0.1491690252,115456.7641,170162.1582,-1.684436039,1.684436039
20,40960,43008,2048,0.9287981859,0.9752380952,0.1444247343,26603.30644,250589.3719,-9.740270306,9.740270306
21,43008,45056,2048,0.9752380952,1.021678005,0.1681761438,46864.00705,435428.3687,-9.680773008,9.680773008
22,45056,47104,2048,1.021678005,1.068117914,0.1757239983,52129.67662,392900.9069,-8.771980004,8.771980004
23,47104,49152,2048,1.068117914,1.114557823,0.149148752,30528.22489,245145.9137,-9.047231062,9.047231062
24,49152,51200,2048,1.114557823,1.160997732,0.124092182,29204.13991,150452.3177,-7.119544621,7.119544621
25,51200,53248,2048,1.160997732,1.207437642,0.09092010821,43510.35891,127857.1133,-4.681322293,4.681322293
26,53248,55296,2048,1.207437642,1.253877551,0.07150538105,3698.127112,48929.67362,-11.21590484,11.21590484
27,55296,57344,2048,1.253877551,1.30031746,0.05964946529,11332.08582,40174.22873,-5.496376931,5.496376931
28,57344,59392,2048,1.30031746,1.34675737,0.03344525895,3153.676775,14559.08852,-6.643170069,6.643170069
29,59392,61440,2048,1.34675737,1.393197279,0.03594751075,6616.579473,10682.72479,-2.08048507,2.08048507
30,61440,63488,2048,1.393197279,1.439637188,0.03430511435,7149.854012,10767.49486,-1.778174989,1.778174989
31,63488,65536,2048,1.439637188,1.486077098,0.03152523194,11000.83935,3199.106559,5.363971162,-5.363971162
32,65536,67584,2048,1.486077098,1.532517007,0.0678930966,78994.79739,1962.389143,16.04813357,-16.04813357
33,67584,69632,2048,1.532517007,1.578956916,0.1101263653,219554.276,1487.072494,21.69209759,-21.69209759
34,69632,71680,2048,1.578956916,1.625396825,0.1818998768,590844.5998,3117.787892,22.77626704,-22.77626704
35,71680,73728,2048,1.625396825,1.671836735,0.1468376127,384219.0711,3314.119066,20.6421081,-20.6421081
36,73728,75776,2048,1.671836735,1.718276644,0.2211612727,847757.0499,18174.94202,16.68798376,-16.68798376
37,75776,77824,2048,1.718276644,1.764716553,0.1668291043,418453.8336,20070.97108,13.19079166,-13.19079166
38,77824,79872,2048,1.764716553,1.811156463,0.1688703407,567120.8926,49463.81456,10.59388042,-10.59388042
39,79872,81920,2048,1.811156463,1.857596372,0.1138277156,177541.9195,12604.05093,11.48790762,-11.48790762
40,81920,83968,2048,1.857596372,1.904036281,0.1882524283,762879.4207,18242.96312,16.21360519,-16.21360519
41,83968,86016,2048,1.904036281,1.95047619,0.1374624052,305415.1815,20346.35263,11.76404054,-11.76404054
42,86016,88064,2048,1.95047619,1.9969161,0.1475755119,246706.5108,24961.93037,9.949024436,-9.949024436
43,88064,90112,2048,1.9969161,2.043356009,0.153758957,281330.6974,109014.9201,4.117311819,-4.117311819
