frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms,energy_50_1000,energy_1000_5000,alpha_ratio_db_low_over_high,alpha_ratio_db_high_over_low_check
0,0,2048,2048,0,0.0464399093,0.0161968132,748.3675429,1126.839641,-1.777471728,1.777471728
1,2048,4096,2048,0.0464399093,0.09287981859,0.01522058485,988.7681987,1594.238688,-2.074588542,2.074588542
2,4096,6144,2048,0.09287981859,0.1393197279,0.01431369347,519.2322296,853.2612834,-2.15720398,2.15720398
3,6144,8192,2048,0.1393197279,0.1857596372,0.1502590849,83341.19861,420164.9325,-7.025600607,7.025600607
4,8192,10240,2048,0.1857596372,0.2321995465,0.1828796643,67706.1304,508383.4197,-8.755633849,8.755633849
5,10240,12288,2048,0.2321995465,0.2786394558,0.1546334042,17697.60073,450857.037,-14.0612446,14.0612446
6,12288,14336,2048,0.2786394558,0.3250793651,0.1013200548,10426.39085,170417.5953,-12.13380432,12.13380432
7,14336,16384,2048,0.3250793651,0.3715192744,0.2073666801,43435.12008,482051.4335,-10.45252352,10.45252352
8,16384,18432,2048,0.3715192744,0.4179591837,0.2030738654,103929.7676,819537.7639,-8.968290145,8.968290145
9,18432,20480,2048,0.4179591837,0.464399093,0.143193341,64771.79247,240766.5909,-5.702103077,5.702103077
10,20480,22528,2048,0.464399093,0.5108390023,0.1032497951,16258.98234,149708.8371,-9.641540777,9.641540777
11,22528,24576,2048,0.5108390023,0.5572789116,0.1695536004,9634.395811,744978.6707,-18.88319354,18.88319354
12,24576,26624,2048,0.5572789116,0.6037188209,0.2271646297,70434.54791,942893.4617,-11.26676893,11.26676893
13,26624,28672,2048,0.6037188209,0.6501587302,0.1596078802,19053.23017,399075.1345,-13.21086055,13.21086055
14,28672,30720,2048,0.6501587302,0.6965986395,0.08747915083,4580.612033,79925.54526,-12.41762098,12.41762098
15,30720,32768,2048,0.6965986395,0.7430385488,0.1936248358,33100.85068,1013409.082,-14.85945637,14.85945637
16,32768,34816,2048,0.7430385488,0.789478458,0.2458309155,100936.8419,1078144.808,-10.28627383,10.28627383
17,34816,36864,2048,0.789478458,0.8359183673,0.1630906484,20869.17165,351651.0868,-12.26606753,12.26606753
18,36864,38912,2048,0.8359183673,0.8823582766,0.1065400688,17629.48401,115132.9802,-8.149601453,8.149601453
19,38912,40960,2048,0.8823582766,0.9287981859,0.1821201652,45378.27278,548480.5545,-10.82313274,10.82313274
20,40960,43008,2048,0.9287981859,0.9752380952,0.200053255,99406.38778,794518.6447,-9.026898004,9.026898004
21,43008,45056,2048,0.9752380952,1.021678005,0.1722515052,32260.21376,732408.3244,-13.56086031,13.56086031
22,45056,47104,2048,1.021678005,1.068117914,0.08096678554,15314.81052,85027.96328,-7.444501484,7.444501484
23,47104,49152,2048,1.068117914,1.114557823,0.1522920298,29568.55858,740828.4909,-13.98887522,13.98887522
24,49152,51200,2048,1.114557823,1.160997732,0.2196343003,148601.8269,796466.3931,-7.29143307,7.29143307
25,51200,53248,2048,1.160997732,1.207437642,0.1423580318,38974.89973,320098.1997,-9.14498225,9.14498225
26,53248,55296,2048,1.207437642,1.253877551,0.1158801191,26073.60492,97972.32952,-5.74902354,5.74902354
27,55296,57344,2048,1.253877551,1.30031746,0.1672225559,77970.63335,494331.2095,-8.020869685,8.020869685
28,57344,59392,2048,1.30031746,1.34675737,0.1587970753,59223.08937,249302.1145,-6.242349034,6.242349034
29,59392,61440,2048,1.34675737,1.393197279,0.1383212198,71225.37975,203015.5501,-4.548945308,4.548945308
30,61440,63488,2048,1.393197279,1.439637188,0.1140243025,27090.26901,214622.5733,-8.9886208,8.9886208
31,63488,65536,2048,1.439637188,1.486077098,0.1063383502,68034.86624,119149.5777,-2.433609721,2.433609721
32,65536,67584,2048,1.486077098,1.532517007,0.07771564529,29776.39257,73177.70646,-3.905067121,3.905067121
33,67584,69632,2048,1.532517007,1.578956916,0.04400614789,8160.080668,5520.969381,1.696791135,-1.696791135
34,69632,71680,2048,1.578956916,1.625396825,0.05458258985,20097.12042,29437.09392,-1.657610987,1.657610987
35,71680,73728,2048,1.625396825,1.671836735,0.03165463216,6536.105634,12075.98847,-2.666036273,2.666036273
36,73728,75776,2048,1.671836735,1.718276644,0.04126460126,23811.7283,4186.666914,7.54922508,-7.54922508
37,75776,77824,2048,1.718276644,1.764716553,0.06185196188,56086.36794,8678.010788,8.10437131,-8.10437131
38,77824,79872,2048,1.764716553,1.811156463,0.09010183182,128147.7283,7898.645762,12.10158275,-12.10158275
39,79872,81920,2048,1.811156463,1.857596372,0.1107904407,95865.60705,114683.7638,-0.7783911078,0.7783911078
40,81920,83968,2048,1.857596372,1.904036281,0.07989986826,78743.60913,23879.55801,5.181890322,-5.181890322
41,83968,86016,2048,1.904036281,1.95047619,0.09528551543,76552.39041,80585.57215,-0.2229853725,0.2229853725
42,86016,88064,2048,1.95047619,1.9969161,0.1396231026,361779.5556,40614.49454,9.497629683,-9.497629683
43,88064,90112,2048,1.9969161,2.043356009,0.1298557993,190252.1358,63473.03056,4.767403065,-4.767403065
44,90112,92160,2048,2.043356009,2.089795918,0.1174849908,150513.9592,66052.77084,3.576857392,-3.576857392
45,92160,94208,2048,2.089795918,2.136235828,0.1276267349,104758.9695,87184.7279,0.797508011,-0.797508011
