frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-28.752740,TRUE,,584.456709,0.616070,594.077931,1155.393539,21.753042,16.354774,5.398268,,,,,,
1,2048,4096,2048,0.046440,0.092880,-14.597583,TRUE,,626.238588,0.959097,623.613341,1248.211703,31.205230,39.147726,-7.942496,,,,,,
2,4096,6144,2048,0.092880,0.139320,-12.357191,TRUE,,658.810030,0.987230,660.426795,1319.949474,40.816253,41.677341,-0.861089,,,,,,
3,6144,8192,2048,0.139320,0.185760,-14.986921,TRUE,,642.109599,0.981735,664.063131,1280.333636,33.873859,39.786508,-5.912650,,,,,,
4,8192,10240,2048,0.185760,0.232200,-15.266912,TRUE,,627.655659,0.982406,631.816136,1250.885072,36.163657,39.143044,-2.979387,,,,,,
5,10240,12288,2048,0.232200,0.278639,-18.562207,TRUE,,636.665666,0.979272,634.537009,1281.478652,32.636396,32.200007,0.436388,,,,,,
6,12288,14336,2048,0.278639,0.325079,-16.572268,TRUE,,633.706383,0.969095,642.712880,1255.977295,32.264078,36.245959,-3.981881,,,,,,
7,14336,16384,2048,0.325079,0.371519,-14.965358,TRUE,,630.482663,0.988028,634.711613,1259.891143,40.691029,35.199463,5.491566,,,,,,
8,16384,18432,2048,0.371519,0.417959,-17.606374,TRUE,,618.064811,0.965660,616.597456,1232.262617,33.503243,32.430279,1.072965,,,,,,
9,18432,20480,2048,0.417959,0.464399,-14.926236,TRUE,,623.454185,0.986536,623.097314,1247.625064,40.323387,34.332824,5.990564,,,,,,
10,20480,22528,2048,0.464399,0.510839,-16.133095,TRUE,,632.164853,0.982773,632.218765,1260.533032,34.299111,35.326558,-1.027447,,,,,,
11,22528,24576,2048,0.510839,0.557279,-17.499280,TRUE,,628.866408,0.989133,628.906273,1260.891979,35.682102,34.228536,1.453567,,,,,,
12,24576,26624,2048,0.557279,0.603719,-17.693709,TRUE,,629.173947,0.991079,630.494680,1251.539035,37.354858,30.135294,7.219564,,,,,,
13,26624,28672,2048,0.603719,0.650159,-16.546230,TRUE,,625.880714,0.983441,627.683104,1251.077426,36.989045,34.512520,2.476525,,,,,,
14,28672,30720,2048,0.650159,0.696599,-17.653215,TRUE,,624.513487,0.977893,619.207641,1247.854349,31.869704,32.516753,-0.647049,,,,,,
15,30720,32768,2048,0.696599,0.743039,-16.754895,TRUE,,627.741866,0.988557,630.017012,1253.856203,31.338558,38.266813,-6.928255,,,,,,
16,32768,34816,2048,0.743039,0.789478,-15.743812,TRUE,,625.313312,0.978355,627.000927,1251.209409,36.208354,35.525811,0.682543,,,,,,
17,34816,36864,2048,0.789478,0.835918,-16.389056,TRUE,,635.193224,0.978932,635.074434,1269.491409,34.620316,34.263600,0.356716,,,,,,
18,36864,38912,2048,0.835918,0.882358,-17.561951,TRUE,,626.320551,0.976824,627.144699,1255.459428,35.356815,34.297473,1.059342,,,,,,
19,38912,40960,2048,0.882358,0.928798,-18.635017,TRUE,,621.856624,0.972584,609.525658,1234.363384,28.496334,31.161987,-2.665653,,,,,,
20,40960,43008,2048,0.928798,0.975238,-17.301368,TRUE,,628.735187,0.985919,632.857278,1257.556535,31.046503,35.360852,-4.314349,,,,,,
21,43008,45056,2048,0.975238,1.021678,-16.614171,TRUE,,623.603046,0.982015,627.518307,1245.630080,36.716977,35.103872,1.613104,,,,,,
22,45056,47104,2048,1.021678,1.068118,-16.733617,TRUE,,632.518015,0.979296,634.189068,1262.741007,29.840826,37.725284,-7.884457,,,,,,
23,47104,49152,2048,1.068118,1.114558,-18.192206,TRUE,,630.026648,0.982909,625.115659,1257.703004,31.170415,36.316721,-5.146305,,,,,,
24,49152,51200,2048,1.114558,1.160998,-18.766677,TRUE,,616.254960,0.950587,644.827516,1223.706663,29.064091,34.435050,-5.370960,,,,,,
25,51200,53248,2048,1.160998,1.207438,-16.382153,TRUE,,623.072031,0.977180,622.099780,1257.316403,38.380895,32.889977,5.490918,,,,,,
26,53248,55296,2048,1.207438,1.253878,-20.297444,TRUE,,622.528651,0.982200,619.602675,1261.670890,31.722592,22.640446,9.082146,,,,,,
27,55296,57344,2048,1.253878,1.300317,-19.911495,TRUE,,631.302020,0.961581,638.575725,1266.591003,32.024791,31.920229,0.104562,,,,,,
28,57344,59392,2048,1.300317,1.346757,-21.233152,TRUE,,631.358138,0.956168,629.796515,1282.810659,28.411438,25.307440,3.103998,,,,,,
29,59392,61440,2048,1.346757,1.393197,-18.458135,TRUE,,633.408552,0.975096,637.681852,1266.343290,37.368985,24.374691,12.994294,,,,,,
30,61440,63488,2048,1.393197,1.439637,-22.518448,TRUE,,629.508036,0.943824,630.235462,1264.632382,26.118441,26.176507,-0.058066,,,,,,
31,63488,65536,2048,1.439637,1.486077,-25.874017,TRUE,,633.176967,0.956306,638.615343,1277.025362,29.184133,20.682014,8.502119,,,,,,
32,65536,67584,2048,1.486077,1.532517,-30.298052,TRUE,,632.729576,0.862151,617.150020,1277.000486,17.476318,18.882858,-1.406540,,,,,,
33,67584,69632,2048,1.532517,1.578957,-29.720353,TRUE,,206.220749,0.537363,193.798828,392.572557,-3.361632,23.767687,-27.129319,,,,,,
34,69632,71680,2048,1.578957,1.625397,-23.459037,TRUE,,386.501493,0.938547,384.526495,787.305381,33.193393,13.294536,19.898857,,,,,,
35,71680,73728,2048,1.625397,1.671837,-17.891702,TRUE,,404.291843,0.974077,405.470933,807.637978,38.986152,31.620528,7.365624,,,,,,
36,73728,75776,2048,1.671837,1.718277,-14.632566,TRUE,,419.107164,0.961965,424.775350,827.022347,41.342722,37.258845,4.083877,,,,,,
37,75776,77824,2048,1.718277,1.764717,-15.138214,TRUE,,426.941927,0.968654,420.697634,873.357579,41.232733,33.968443,7.264290,,,,,,
38,77824,79872,2048,1.764717,1.811156,-12.855754,TRUE,,430.722527,0.980066,429.746941,863.070776,42.512397,38.948872,3.563524,,,,,,
39,79872,81920,2048,1.811156,1.857596,-14.501850,TRUE,,430.940263,0.980284,429.289899,863.421619,41.117421,36.251160,4.866261,,,,,,
40,81920,83968,2048,1.857596,1.904036,-13.268647,TRUE,,436.701777,0.974903,441.828971,869.230504,39.186973,42.230371,-3.043397,,,,,,
41,83968,86016,2048,1.904036,1.950476,-14.520441,TRUE,,440.262704,0.981402,437.891831,882.652481,37.158911,40.366538,-3.207627,,,,,,
42,86016,88064,2048,1.950476,1.996916,-16.758813,TRUE,,432.746301,0.975590,427.653737,869.443021,36.035914,35.715942,0.319972,,,,,,
43,88064,90112,2048,1.996916,2.043356,-13.694443,TRUE,,440.495511,0.978629,441.553020,876.525598,41.236296,40.478197,0.758098,,,,,,
44,90112,92160,2048,2.043356,2.089796,-15.090827,TRUE,,438.910110,0.977426,435.572923,878.248614,36.034441,40.971999,-4.937558,,,,,,
45,92160,94208,2048,2.089796,2.136236,-17.221448,TRUE,,430.929277,0.976229,429.257445,867.050265,38.427833,33.117208,5.310625,,,,,,
