frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-33.738590,TRUE,,902.057838,0.896778,896.510273,1744.189453,-11.757373,-5.512596,-6.244778,,,,,,
1,2048,4096,2048,0.046440,0.092880,-34.797982,TRUE,,671.995663,0.770229,664.608016,1365.179227,-1.262846,0.979124,-2.241970,,,,,,
2,4096,6144,2048,0.092880,0.139320,-11.461441,TRUE,,624.769051,0.970477,629.740076,1254.839517,38.817694,43.587470,-4.769775,,,,,,
3,6144,8192,2048,0.139320,0.185760,-12.906443,TRUE,,619.853813,0.972483,617.403637,1232.097485,34.738361,40.478878,-5.740517,,,,,,
4,8192,10240,2048,0.185760,0.232200,-15.599716,TRUE,,605.406214,0.968856,603.750924,1205.602751,26.760609,37.786738,-11.026129,,,,,,
5,10240,12288,2048,0.232200,0.278639,-14.385022,TRUE,,619.792685,0.963270,624.665792,1246.806278,32.448359,36.603740,-4.155381,,,,,,
6,12288,14336,2048,0.278639,0.325079,-17.023065,TRUE,,632.477182,0.962359,639.910314,1268.541881,32.523098,35.842322,-3.319223,,,,,,
7,14336,16384,2048,0.325079,0.371519,-14.870091,TRUE,,631.620959,0.973494,634.052899,1255.317647,37.616805,37.793129,-0.176324,,,,,,
8,16384,18432,2048,0.371519,0.417959,-15.676373,TRUE,,612.812458,0.961747,638.762475,1213.222257,24.818228,38.910278,-14.092050,,,,,,
9,18432,20480,2048,0.417959,0.464399,-15.559691,TRUE,,629.320679,0.956035,635.527329,1266.352433,33.569693,37.338347,-3.768654,,,,,,
10,20480,22528,2048,0.464399,0.510839,-18.103274,TRUE,,643.830741,0.916464,629.194084,1307.558443,29.803949,35.147424,-5.343475,,,,,,
11,22528,24576,2048,0.510839,0.557279,-15.350216,TRUE,,627.014043,0.970060,633.810886,1251.479294,35.040549,41.486769,-6.446220,,,,,,
12,24576,26624,2048,0.557279,0.603719,-15.300127,TRUE,,621.522030,0.976198,623.532019,1240.237481,34.265715,39.197636,-4.931921,,,,,,
