frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-26.887083,FALSE,low_autocorrelation_clarity,,-0.400169,,,,,,,,,,,
1,2048,4096,2048,0.046440,0.092880,-24.381969,FALSE,f0_out_of_range,,0.965478,,,,,,,,,,,
2,4096,6144,2048,0.092880,0.139320,-25.738199,FALSE,f0_out_of_range,,0.975690,,,,,,,,,,,
3,6144,8192,2048,0.139320,0.185760,-28.468662,FALSE,f0_out_of_range,,0.959376,,,,,,,,,,,
4,8192,10240,2048,0.185760,0.232200,-28.252384,TRUE,,649.430403,0.598200,641.789012,1248.925781,13.750668,2.785031,10.965637,,,,,,
5,10240,12288,2048,0.232200,0.278639,-21.849699,TRUE,,628.272227,0.886850,624.146249,1254.899587,31.811433,27.709235,4.102198,,,,,,
6,12288,14336,2048,0.278639,0.325079,-21.396905,TRUE,,619.236795,0.947468,626.569111,1232.895845,30.017915,27.142692,2.875223,,,,,,
7,14336,16384,2048,0.325079,0.371519,-15.786983,TRUE,,606.652266,0.983756,614.263376,1212.437805,29.292597,40.342207,-11.049610,,,,,,
8,16384,18432,2048,0.371519,0.417959,-15.187508,TRUE,,612.061711,0.953315,613.523423,1207.022283,23.526327,36.727611,-13.201284,,,,,,
9,18432,20480,2048,0.417959,0.464399,-16.209426,TRUE,,612.939311,0.979527,620.505472,1224.758405,28.888361,40.125379,-11.237019,,,,,,
10,20480,22528,2048,0.464399,0.510839,-16.252549,TRUE,,619.429642,0.965548,621.661422,1243.307034,18.645510,37.294938,-18.649428,,,,,,
11,22528,24576,2048,0.510839,0.557279,-15.127582,TRUE,,626.064611,0.985761,623.002466,1253.125016,34.449436,41.005029,-6.555593,,,,,,
12,24576,26624,2048,0.557279,0.603719,-16.870630,TRUE,,622.630051,0.986384,625.705188,1244.133246,35.712354,38.245929,-2.533575,,,,,,
13,26624,28672,2048,0.603719,0.650159,-15.414592,TRUE,,619.699541,0.987390,624.121743,1239.049675,35.034183,41.512335,-6.478152,,,,,,
14,28672,30720,2048,0.650159,0.696599,-19.140599,TRUE,,614.034675,0.967750,617.143674,1224.066760,28.194236,33.868222,-5.673985,,,,,,
15,30720,32768,2048,0.696599,0.743039,-15.042907,TRUE,,619.822242,0.986069,614.981954,1239.560931,28.350045,41.974567,-13.624521,,,,,,
16,32768,34816,2048,0.743039,0.789478,-15.155428,TRUE,,619.573448,0.989057,619.614194,1238.804437,30.222586,42.105090,-11.882505,,,,,,
17,34816,36864,2048,0.789478,0.835918,-17.480601,TRUE,,619.333881,0.985070,621.678655,1238.258212,31.307947,38.989426,-7.681479,,,,,,
18,36864,38912,2048,0.835918,0.882358,-17.821604,TRUE,,617.395412,0.981326,619.243005,1236.474065,30.657444,37.375663,-6.718220,,,,,,
19,38912,40960,2048,0.882358,0.928798,-15.032334,TRUE,,619.340269,0.988089,619.820899,1238.433842,29.794644,41.911455,-12.116811,,,,,,
20,40960,43008,2048,0.928798,0.975238,-18.974177,TRUE,,612.635880,0.978175,619.893137,1217.263052,31.421181,38.159225,-6.738044,,,,,,
21,43008,45056,2048,0.975238,1.021678,-18.548238,TRUE,,613.211860,0.981105,606.480434,1228.753941,25.835452,34.878672,-9.043220,,,,,,
22,45056,47104,2048,1.021678,1.068118,-14.800259,TRUE,,609.819837,0.986786,614.227363,1218.670108,31.048926,42.415744,-11.366818,,,,,,
23,47104,49152,2048,1.068118,1.114558,-16.262940,TRUE,,615.266601,0.982542,611.066381,1230.424759,28.696862,41.147053,-12.450192,,,,,,
24,49152,51200,2048,1.114558,1.160998,-23.472856,TRUE,,619.114630,0.974951,621.392796,1239.104357,30.458465,30.172236,0.286229,,,,,,
25,51200,53248,2048,1.160998,1.207438,-27.745722,TRUE,,614.826534,0.966642,623.929083,1229.088809,21.751288,28.941404,-7.190115,,,,,,
26,53248,55296,2048,1.207438,1.253878,-29.299841,TRUE,,613.610459,0.941035,613.583819,1227.023503,18.809466,19.526698,-0.717233,,,,,,
27,55296,57344,2048,1.253878,1.300317,-28.377365,FALSE,low_autocorrelation_clarity,,-0.473267,,,,,,,,,,,
28,57344,59392,2048,1.300317,1.346757,-30.052666,TRUE,,1137.855504,0.737045,1197.535602,2325.585938,-4.709130,-22.990751,18.281620,,,,,,
29,59392,61440,2048,1.346757,1.393197,-32.927541,TRUE,,437.265058,0.742693,437.817677,858.755951,16.744117,10.332453,6.411665,,,,,,
30,61440,63488,2048,1.393197,1.439637,-24.592315,TRUE,,425.462638,0.910432,429.154158,858.048229,18.736598,26.203593,-7.466995,,,,,,
31,63488,65536,2048,1.439637,1.486077,-23.939188,TRUE,,426.018298,0.923696,431.466838,850.673767,12.384509,28.563396,-16.178887,,,,,,
32,65536,67584,2048,1.486077,1.532517,-25.268385,TRUE,,449.091782,0.901157,454.063609,906.719076,17.484766,28.742366,-11.257600,,,,,,
33,67584,69632,2048,1.532517,1.578957,-24.236271,TRUE,,434.202508,0.907139,424.084581,892.727005,14.613853,25.967581,-11.353728,,,,,,
34,69632,71680,2048,1.578957,1.625397,-24.153036,TRUE,,654.907729,0.776892,626.228281,1283.638618,-6.808758,24.644279,-31.453037,,,,,,
35,71680,73728,2048,1.625397,1.671837,-27.359556,TRUE,,931.432495,0.789297,896.165981,1802.425166,18.267657,-19.971504,38.239161,,,,,,
36,73728,75776,2048,1.671837,1.718277,-28.550820,TRUE,,453.779697,0.774479,426.197503,891.662972,10.516268,9.685719,0.830549,,,,,,
