frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-39.305065,TRUE,,925.101535,0.956628,929.047488,1808.789062,-17.778538,-8.869332,-8.909206,,,,,,
1,2048,4096,2048,0.046440,0.092880,-42.274761,FALSE,low_autocorrelation_clarity,,-0.562775,,,,,,,,,,,
2,4096,6144,2048,0.092880,0.139320,-40.934135,FALSE,low_autocorrelation_clarity,,0.037886,,,,,,,,,,,
3,6144,8192,2048,0.139320,0.185760,-38.980988,FALSE,f0_out_of_range,,0.971443,,,,,,,,,,,
4,8192,10240,2048,0.185760,0.232200,-41.223964,FALSE,low_autocorrelation_clarity,,-0.604927,,,,,,,,,,,
5,10240,12288,2048,0.232200,0.278639,-42.042469,TRUE,,866.295091,0.675414,896.745667,1781.668902,-11.142470,-1.656701,-9.485768,,,,,,
6,12288,14336,2048,0.278639,0.325079,-31.239800,TRUE,,641.507923,0.967497,640.004349,1279.823820,24.037660,18.476334,5.561326,,,,,,
7,14336,16384,2048,0.325079,0.371519,-27.941489,TRUE,,638.477952,0.980486,638.341515,1276.975984,23.971696,27.894265,-3.922569,,,,,,
8,16384,18432,2048,0.371519,0.417959,-19.940768,TRUE,,627.153299,0.986055,627.957342,1245.454998,36.520349,28.415004,8.105344,,,,,,
9,18432,20480,2048,0.417959,0.464399,-19.399886,TRUE,,626.729181,0.986552,627.502473,1246.864185,36.427144,30.450881,5.976263,,,,,,
10,20480,22528,2048,0.464399,0.510839,-15.448520,TRUE,,626.573690,0.986803,626.217693,1231.150614,41.342355,28.979523,12.362832,,,,,,
11,22528,24576,2048,0.510839,0.557279,-14.872993,TRUE,,621.265944,0.989352,615.939188,1243.131608,36.957587,41.074520,-4.116932,,,,,,
12,24576,26624,2048,0.557279,0.603719,-16.278823,TRUE,,616.944503,0.986514,619.620925,1232.876009,35.709046,39.363408,-3.654363,,,,,,
13,26624,28672,2048,0.603719,0.650159,-15.573198,TRUE,,619.774669,0.990515,619.100029,1239.553015,38.036323,39.724916,-1.688592,,,,,,
14,28672,30720,2048,0.650159,0.696599,-17.844785,TRUE,,624.219567,0.989329,627.371359,1247.399682,33.802161,37.548174,-3.746013,,,,,,
15,30720,32768,2048,0.696599,0.743039,-18.169882,TRUE,,627.658753,0.989739,626.905170,1254.417715,37.762616,26.993422,10.769194,,,,,,
16,32768,34816,2048,0.743039,0.789478,-16.233344,TRUE,,628.263635,0.989281,627.854451,1256.732772,38.934144,35.646378,3.287767,,,,,,
17,34816,36864,2048,0.789478,0.835918,-14.196107,TRUE,,624.189762,0.988964,621.851473,1249.169134,37.227060,41.832567,-4.605507,,,,,,
18,36864,38912,2048,0.835918,0.882358,-17.386010,TRUE,,624.698515,0.989004,624.904590,1248.750839,34.269368,38.240234,-3.970865,,,,,,
19,38912,40960,2048,0.882358,0.928798,-17.797138,TRUE,,637.469944,0.986021,637.230861,1272.527845,34.139115,38.916766,-4.777651,,,,,,
20,40960,43008,2048,0.928798,0.975238,-16.590500,TRUE,,635.372738,0.985249,633.886697,1272.458380,25.024569,41.026096,-16.001527,,,,,,
21,43008,45056,2048,0.975238,1.021678,-15.892513,TRUE,,627.570533,0.980881,628.323873,1247.379742,36.920552,36.262628,0.657924,,,,,,
22,45056,47104,2048,1.021678,1.068118,-18.610847,TRUE,,622.307328,0.988567,624.970244,1242.921044,31.912829,37.564844,-5.652015,,,,,,
23,47104,49152,2048,1.068118,1.114558,-18.244071,TRUE,,633.247490,0.985768,632.937435,1265.868706,33.725628,37.067748,-3.342121,,,,,,
24,49152,51200,2048,1.114558,1.160998,-17.019052,TRUE,,631.876817,0.983168,629.931734,1277.873443,36.523117,32.592483,3.930634,,,,,,
