frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-26.453094,TRUE,,896.782855,0.526655,839.794922,1742.434073,2.035543,24.212054,-22.176512,,,,,,
1,2048,4096,2048,0.046440,0.092880,-22.033463,TRUE,,876.767061,0.440179,836.240870,1699.828515,5.754940,24.838666,-19.083726,,,,,,
2,4096,6144,2048,0.092880,0.139320,-26.041823,FALSE,low_autocorrelation_clarity,,0.270204,,,,,,,,,,,
3,6144,8192,2048,0.139320,0.185760,-13.765552,TRUE,,649.564927,0.977284,651.069622,1294.109323,41.660079,36.460896,5.199183,,,,,,
4,8192,10240,2048,0.185760,0.232200,-11.681300,TRUE,,652.006475,0.990193,652.707385,1301.927800,44.061374,40.056267,4.005107,,,,,,
5,10240,12288,2048,0.232200,0.278639,-13.441059,TRUE,,641.004390,0.990779,640.528559,1281.512889,34.877317,42.894334,-8.017017,,,,,,
6,12288,14336,2048,0.278639,0.325079,-13.022227,TRUE,,641.774913,0.990638,646.068845,1282.878633,35.085146,43.692781,-8.607635,,,,,,
7,14336,16384,2048,0.325079,0.371519,-12.256786,TRUE,,653.911278,0.990220,651.700927,1309.862326,43.340006,40.044131,3.295875,,,,,,
8,16384,18432,2048,0.371519,0.417959,-13.291317,TRUE,,643.201162,0.986399,650.562802,1281.490156,40.709584,42.366348,-1.656763,,,,,,
9,18432,20480,2048,0.417959,0.464399,-19.887798,TRUE,,626.828487,0.944626,609.969675,1266.306399,31.921244,23.816481,8.104763,,,,,,
10,20480,22528,2048,0.464399,0.510839,-13.955567,TRUE,,624.253146,0.976535,624.239607,1252.168369,39.354079,39.159972,0.194106,,,,,,
11,22528,24576,2048,0.510839,0.557279,-13.335010,TRUE,,654.953693,0.982846,656.152438,1314.207254,41.846243,39.102661,2.743582,,,,,,
12,24576,26624,2048,0.557279,0.603719,-15.409257,TRUE,,642.229513,0.982218,647.802177,1280.019235,36.351051,38.205971,-1.854920,,,,,,
13,26624,28672,2048,0.603719,0.650159,-17.380362,TRUE,,623.897953,0.920980,604.058909,1209.901769,32.857036,28.331333,4.525702,,,,,,
14,28672,30720,2048,0.650159,0.696599,-14.112286,TRUE,,637.891230,0.968116,645.580661,1286.667251,37.238164,39.438633,-2.200469,,,,,,
15,30720,32768,2048,0.696599,0.743039,-13.192146,TRUE,,653.617402,0.989002,653.444936,1308.889350,43.736954,36.898364,6.838590,,,,,,
16,32768,34816,2048,0.743039,0.789478,-14.751701,TRUE,,635.999190,0.977871,622.048606,1268.431372,30.681502,39.888978,-9.207475,,,,,,
17,34816,36864,2048,0.789478,0.835918,-13.161950,TRUE,,629.859304,0.987609,629.166606,1257.747505,38.820578,42.493190,-3.672611,,,,,,
18,36864,38912,2048,0.835918,0.882358,-14.094404,TRUE,,650.151192,0.987520,654.379406,1301.502534,40.395474,38.277702,2.117772,,,,,,
19,38912,40960,2048,0.882358,0.928798,-13.408221,TRUE,,655.551323,0.990370,656.583529,1310.765529,42.063624,40.115487,1.948137,,,,,,
20,40960,43008,2048,0.928798,0.975238,-16.360084,TRUE,,636.168502,0.961972,650.757338,1255.779618,29.472697,36.655137,-7.182440,,,,,,
