frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-45.465838,TRUE,,860.753867,0.632663,911.544670,1779.471170,-11.921534,0.221985,-12.143519,,,,,,
1,2048,4096,2048,0.046440,0.092880,-44.385604,TRUE,,1137.848863,0.692941,1163.648768,2305.801069,1.762489,-19.794269,21.556759,,,,,,
2,4096,6144,2048,0.092880,0.139320,-35.069141,TRUE,,608.693384,0.689693,610.330928,1187.033821,11.728103,14.795869,-3.067765,,,,,,
3,6144,8192,2048,0.139320,0.185760,-28.685135,TRUE,,606.974669,0.963670,612.013859,1211.494647,24.723487,24.430807,0.292680,,,,,,
4,8192,10240,2048,0.185760,0.232200,-19.678746,TRUE,,622.852057,0.975798,617.358910,1260.352472,33.635235,34.181454,-0.546218,,,,,,
5,10240,12288,2048,0.232200,0.278639,-17.323469,TRUE,,627.031384,0.989075,625.871735,1254.882368,35.693991,38.833162,-3.139171,,,,,,
6,12288,14336,2048,0.278639,0.325079,-22.091099,TRUE,,615.476918,0.969971,610.316059,1254.191047,31.463700,29.787428,1.676272,,,,,,
7,14336,16384,2048,0.325079,0.371519,-18.028096,TRUE,,627.905862,0.957127,616.626120,1261.398800,35.513122,32.907838,2.605284,,,,,,
8,16384,18432,2048,0.371519,0.417959,-17.458648,TRUE,,636.128612,0.952193,662.528126,1256.765595,31.161591,37.608721,-6.447130,,,,,,
9,18432,20480,2048,0.417959,0.464399,-21.263614,TRUE,,629.727781,0.900518,620.998537,1307.247385,24.336286,31.801218,-7.464932,,,,,,
10,20480,22528,2048,0.464399,0.510839,-17.027669,TRUE,,619.171639,0.963159,615.901287,1220.022938,35.713401,35.315818,0.397583,,,,,,
11,22528,24576,2048,0.510839,0.557279,-22.793774,TRUE,,635.019570,0.945103,629.779865,1287.457616,27.988907,29.905904,-1.916997,,,,,,
12,24576,26624,2048,0.557279,0.603719,-18.484758,TRUE,,610.059061,0.859639,631.310340,1257.618221,35.482604,28.948987,6.533617,,,,,,
13,26624,28672,2048,0.603719,0.650159,-20.106177,TRUE,,612.401177,0.916066,601.607037,1223.543525,32.603576,31.554450,1.049126,,,,,,
14,28672,30720,2048,0.650159,0.696599,-20.343103,TRUE,,625.967568,0.885864,621.292194,1217.259126,27.256295,29.614962,-2.358667,,,,,,
15,30720,32768,2048,0.696599,0.743039,-19.981286,TRUE,,626.456299,0.934983,641.448186,1248.336944,33.665699,31.723232,1.942467,,,,,,
16,32768,34816,2048,0.743039,0.789478,-20.668387,TRUE,,608.604268,0.837401,600.798372,1245.433844,31.132697,27.781722,3.350975,,,,,,
17,34816,36864,2048,0.789478,0.835918,-19.750195,TRUE,,627.282238,0.931163,620.749861,1277.620162,33.941392,31.085983,2.855409,,,,,,
18,36864,38912,2048,0.835918,0.882358,-20.387572,TRUE,,627.638197,0.938515,649.229422,1268.913020,30.154365,31.887934,-1.733569,,,,,,
19,38912,40960,2048,0.882358,0.928798,-21.436152,TRUE,,599.869515,0.885149,608.094255,1232.488174,32.728535,24.723277,8.005258,,,,,,
20,40960,43008,2048,0.928798,0.975238,-20.753943,TRUE,,616.449002,0.914389,592.155787,1245.742469,31.358773,27.833032,3.525741,,,,,,
