frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-35.199890,TRUE,,558.787545,0.789522,559.941634,1124.576241,20.041489,10.170852,9.870638,,,,,,
1,2048,4096,2048,0.046440,0.092880,-27.917203,TRUE,,577.128638,0.962868,569.469053,1153.570679,25.039982,25.190327,-0.150346,,,,,,
2,4096,6144,2048,0.092880,0.139320,-19.024746,TRUE,,595.170879,0.984251,592.440726,1197.712448,38.487155,31.628259,6.858895,,,,,,
3,6144,8192,2048,0.139320,0.185760,-17.742930,TRUE,,610.724350,0.979970,605.208485,1239.603088,38.519567,31.373533,7.146034,,,,,,
4,8192,10240,2048,0.185760,0.232200,-15.105745,TRUE,,621.711644,0.990408,621.216099,1243.217221,37.267473,40.327849,-3.060376,,,,,,
5,10240,12288,2048,0.232200,0.278639,-16.039032,TRUE,,622.069070,0.990374,623.509987,1243.423445,36.167037,39.946442,-3.779405,,,,,,
6,12288,14336,2048,0.278639,0.325079,-15.688452,TRUE,,612.261091,0.989814,612.076961,1223.484209,41.424531,33.186253,8.238278,,,,,,
7,14336,16384,2048,0.325079,0.371519,-15.831512,TRUE,,610.305293,0.990474,611.527526,1216.806927,40.753956,33.518532,7.235424,,,,,,
8,16384,18432,2048,0.371519,0.417959,-16.779542,TRUE,,606.037827,0.990728,605.305797,1213.061883,39.795206,27.537034,12.258172,,,,,,
9,18432,20480,2048,0.417959,0.464399,-15.674223,TRUE,,612.270694,0.991191,613.090682,1223.083366,40.533322,35.071035,5.462288,,,,,,
10,20480,22528,2048,0.464399,0.510839,-15.591929,TRUE,,618.884038,0.990886,617.825417,1238.399120,40.257507,36.157814,4.099693,,,,,,
11,22528,24576,2048,0.510839,0.557279,-16.657902,TRUE,,624.157135,0.989861,623.493786,1248.217523,37.082767,37.972557,-0.889790,,,,,,
12,24576,26624,2048,0.557279,0.603719,-17.770998,TRUE,,622.252347,0.991603,621.359776,1244.241689,30.603869,38.576230,-7.972361,,,,,,
13,26624,28672,2048,0.603719,0.650159,-17.377303,TRUE,,621.072883,0.990830,620.991160,1241.501902,36.226412,37.204334,-0.977923,,,,,,
14,28672,30720,2048,0.650159,0.696599,-17.091252,TRUE,,616.788268,0.989325,615.523133,1236.202818,40.182372,30.824800,9.357572,,,,,,
15,30720,32768,2048,0.696599,0.743039,-16.183579,TRUE,,618.675019,0.990720,617.556479,1237.900568,39.368539,36.490008,2.878531,,,,,,
16,32768,34816,2048,0.743039,0.789478,-16.988808,TRUE,,619.846563,0.991749,619.651874,1239.158013,36.791823,37.195685,-0.403862,,,,,,
17,34816,36864,2048,0.789478,0.835918,-17.652706,TRUE,,626.197836,0.988855,626.325115,1252.271796,34.949411,37.443408,-2.493997,,,,,,
18,36864,38912,2048,0.835918,0.882358,-17.730675,TRUE,,621.964842,0.990615,620.110646,1243.440392,31.925185,38.759140,-6.833955,,,,,,
19,38912,40960,2048,0.882358,0.928798,-17.419843,TRUE,,615.508947,0.988184,613.522569,1235.740941,39.807846,29.500323,10.307523,,,,,,
20,40960,43008,2048,0.928798,0.975238,-17.048470,TRUE,,620.079721,0.990411,618.108529,1246.260111,38.502285,33.819755,4.682530,,,,,,
21,43008,45056,2048,0.975238,1.021678,-16.785624,TRUE,,620.020033,0.991474,619.606321,1239.701253,37.488567,37.589217,-0.100650,,,,,,
22,45056,47104,2048,1.021678,1.068118,-18.617795,TRUE,,618.150337,0.990570,618.385703,1235.188428,37.287670,32.764819,4.522850,,,,,,
23,47104,49152,2048,1.068118,1.114558,-17.536486,TRUE,,620.001689,0.991290,618.697132,1240.721101,36.996608,35.868317,1.128291,,,,,,
