frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-35.429337,TRUE,,628.953826,0.986816,628.173616,1258.772347,20.177069,4.511627,15.665443,,,,,,
1,2048,4096,2048,0.046440,0.092880,-32.066534,TRUE,,608.672780,0.984918,604.844125,1227.200853,23.190944,11.926899,11.264045,,,,,,
2,4096,6144,2048,0.092880,0.139320,-28.394657,TRUE,,608.167688,0.988363,606.830859,1236.356556,27.483668,12.414679,15.068989,,,,,,
3,6144,8192,2048,0.139320,0.185760,-22.615952,TRUE,,626.020639,0.981813,629.865544,1256.661259,31.335504,30.716501,0.619003,,,,,,
4,8192,10240,2048,0.185760,0.232200,-27.328011,TRUE,,612.686204,0.978786,606.137942,1239.736749,26.591082,20.133994,6.457088,,,,,,
5,10240,12288,2048,0.232200,0.278639,-23.366371,TRUE,,609.625994,0.988592,610.542609,1253.538427,33.454707,14.146014,19.308693,,,,,,
6,12288,14336,2048,0.278639,0.325079,-19.148820,TRUE,,625.514785,0.974591,633.311721,1259.008608,36.171262,30.469151,5.702111,,,,,,
7,14336,16384,2048,0.325079,0.371519,-18.845890,TRUE,,624.012933,0.977039,616.067172,1257.770228,36.559173,34.198545,2.360628,,,,,,
8,16384,18432,2048,0.371519,0.417959,-22.377965,TRUE,,596.673523,0.915589,620.803778,1179.552683,30.883845,30.510055,0.373790,,,,,,
9,18432,20480,2048,0.417959,0.464399,-20.316831,TRUE,,619.050147,0.950437,624.883094,1247.443228,35.370222,29.976320,5.393902,,,,,,
10,20480,22528,2048,0.464399,0.510839,-18.494440,TRUE,,639.345090,0.960695,645.630224,1293.981947,36.523214,26.659799,9.863416,,,,,,
11,22528,24576,2048,0.510839,0.557279,-20.426744,TRUE,,629.048880,0.961945,615.587067,1273.647233,33.745000,30.638330,3.106670,,,,,,
12,24576,26624,2048,0.557279,0.603719,-19.731905,TRUE,,619.587408,0.977568,617.210000,1230.986315,36.157363,31.806142,4.351221,,,,,,
13,26624,28672,2048,0.603719,0.650159,-18.475709,TRUE,,632.429764,0.981949,629.635667,1275.403718,37.884495,31.209750,6.674746,,,,,,
14,28672,30720,2048,0.650159,0.696599,-21.528094,TRUE,,623.822505,0.897783,599.585220,1229.192561,27.861606,21.893544,5.968062,,,,,,
15,30720,32768,2048,0.696599,0.743039,-20.052634,TRUE,,614.349521,0.971457,612.973292,1201.260271,35.825565,25.659298,10.166267,,,,,,
16,32768,34816,2048,0.743039,0.789478,-20.385359,TRUE,,626.915350,0.971253,633.829698,1260.964823,34.633564,30.387089,4.246475,,,,,,
17,34816,36864,2048,0.789478,0.835918,-19.729139,TRUE,,620.792077,0.977348,613.042531,1240.657435,35.370704,32.628016,2.742688,,,,,,
18,36864,38912,2048,0.835918,0.882358,-18.495495,TRUE,,616.719821,0.983147,614.009215,1219.263391,38.021153,28.032840,9.988313,,,,,,
19,38912,40960,2048,0.882358,0.928798,-18.310240,TRUE,,626.694093,0.966550,637.315859,1249.349485,36.146514,31.485919,4.660595,,,,,,
20,40960,43008,2048,0.928798,0.975238,-19.732890,TRUE,,629.690404,0.973556,624.170289,1268.485775,27.523496,34.226934,-6.703438,,,,,,
21,43008,45056,2048,0.975238,1.021678,-20.927705,TRUE,,618.244860,0.971727,608.794474,1229.761716,31.937103,29.572586,2.364517,,,,,,
22,45056,47104,2048,1.021678,1.068118,-22.430241,TRUE,,624.731563,0.974631,625.949203,1256.786360,26.575415,31.591478,-5.016063,,,,,,
23,47104,49152,2048,1.068118,1.114558,-15.906307,TRUE,,626.401940,0.988940,624.215643,1254.970539,40.062314,36.907668,3.154646,,,,,,
24,49152,51200,2048,1.114558,1.160998,-20.563896,TRUE,,620.489915,0.983061,617.260338,1236.961755,32.751136,28.468521,4.282615,,,,,,
25,51200,53248,2048,1.160998,1.207438,-20.371950,TRUE,,619.024375,0.988792,617.909233,1238.152540,35.183350,32.846174,2.337175,,,,,,
26,53248,55296,2048,1.207438,1.253878,-18.117021,TRUE,,626.445790,0.987048,627.469482,1253.660631,35.417110,34.352629,1.064481,,,,,,
27,55296,57344,2048,1.253878,1.300317,-16.387398,TRUE,,622.809124,0.990995,620.794464,1246.722219,39.567198,34.282259,5.284939,,,,,,
28,57344,59392,2048,1.300317,1.346757,-23.853794,TRUE,,620.648047,0.989011,618.813639,1249.060972,31.836688,21.194606,10.642083,,,,,,
29,59392,61440,2048,1.346757,1.393197,-25.725082,TRUE,,623.632371,0.982935,628.207397,1235.739714,28.103612,19.127120,8.976492,,,,,,
30,61440,63488,2048,1.393197,1.439637,-25.080326,TRUE,,623.610978,0.989831,621.577180,1240.631066,31.880481,15.812228,16.068253,,,,,,
