frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-52.143116,TRUE,,1007.428495,0.709363,1032.352126,2078.818044,-19.762240,-21.062575,1.300335,,,,,,
1,2048,4096,2048,0.046440,0.092880,-31.610721,TRUE,,621.827241,0.981679,623.130355,1215.630457,25.504385,10.120402,15.383983,,,,,,
2,4096,6144,2048,0.092880,0.139320,-28.833749,TRUE,,629.142043,0.989507,629.767842,1261.215624,28.201174,8.886872,19.314302,,,,,,
3,6144,8192,2048,0.139320,0.185760,-28.994586,TRUE,,628.230279,0.987539,628.274928,1253.104368,28.166787,15.089214,13.077573,,,,,,
4,8192,10240,2048,0.185760,0.232200,-33.447492,TRUE,,633.049690,0.935442,619.307574,1263.134543,12.119541,20.506809,-8.387268,,,,,,
5,10240,12288,2048,0.232200,0.278639,-26.391391,TRUE,,635.878569,0.971279,628.910330,1272.749370,25.242988,28.834263,-3.591275,,,,,,
6,12288,14336,2048,0.278639,0.325079,-26.814505,TRUE,,633.041228,0.970699,634.331423,1261.824471,28.645890,24.369595,4.276296,,,,,,
7,14336,16384,2048,0.325079,0.371519,-24.949494,TRUE,,633.094277,0.983163,622.920101,1268.867925,25.849894,30.065155,-4.215261,,,,,,
8,16384,18432,2048,0.371519,0.417959,-18.978636,TRUE,,625.056521,0.989738,624.958422,1249.839651,36.333932,33.012800,3.321132,,,,,,
9,18432,20480,2048,0.417959,0.464399,-17.407586,TRUE,,623.159920,0.990660,622.765757,1245.753761,37.902369,35.439180,2.463189,,,,,,
10,20480,22528,2048,0.464399,0.510839,-22.896594,TRUE,,624.542579,0.988870,625.635885,1240.038156,32.969757,24.664487,8.305270,,,,,,
11,22528,24576,2048,0.510839,0.557279,-25.444352,TRUE,,630.937756,0.987412,628.880994,1276.555508,29.044157,23.085605,5.958552,,,,,,
12,24576,26624,2048,0.557279,0.603719,-19.798490,TRUE,,625.555956,0.989644,626.429782,1249.957738,35.774514,32.941745,2.832769,,,,,,
13,26624,28672,2048,0.603719,0.650159,-21.782952,TRUE,,628.821777,0.991802,629.164034,1257.495089,34.153771,29.357726,4.796045,,,,,,
