frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-30.060633,FALSE,low_autocorrelation_clarity,,-0.182817,,,,,,,,,,,
1,2048,4096,2048,0.046440,0.092880,-14.804352,TRUE,,642.209023,0.976668,638.560752,1281.932769,36.684333,40.318984,-3.634651,,,,,,
2,4096,6144,2048,0.092880,0.139320,-14.166978,TRUE,,624.831384,0.959091,612.999445,1270.910325,37.299344,36.250282,1.049062,,,,,,
3,6144,8192,2048,0.139320,0.185760,-14.443178,TRUE,,622.931197,0.977325,621.068883,1233.728712,39.226414,38.619840,0.606574,,,,,,
4,8192,10240,2048,0.185760,0.232200,-15.487130,TRUE,,637.722858,0.971611,639.992817,1288.010490,38.374649,36.161342,2.213307,,,,,,
5,10240,12288,2048,0.232200,0.278639,-16.775041,TRUE,,640.117871,0.981711,655.094670,1274.386020,36.430252,37.078505,-0.648253,,,,,,
6,12288,14336,2048,0.278639,0.325079,-15.930970,TRUE,,629.724182,0.972121,625.251099,1294.638461,38.289107,32.712988,5.576119,,,,,,
7,14336,16384,2048,0.325079,0.371519,-15.883427,TRUE,,624.786190,0.978476,641.812965,1243.288925,24.577133,39.723162,-15.146030,,,,,,
8,16384,18432,2048,0.371519,0.417959,-14.624936,TRUE,,627.776052,0.987868,629.126753,1254.310275,35.647320,40.637895,-4.990575,,,,,,
9,18432,20480,2048,0.417959,0.464399,-14.169461,TRUE,,633.540946,0.987360,630.785348,1273.386968,41.893927,34.369308,7.524619,,,,,,
10,20480,22528,2048,0.464399,0.510839,-13.837129,TRUE,,635.359597,0.988433,635.183202,1268.996606,40.129358,40.244763,-0.115405,,,,,,
11,22528,24576,2048,0.510839,0.557279,-17.886217,TRUE,,629.283716,0.978404,629.469646,1273.956702,35.352995,34.200424,1.152571,,,,,,
12,24576,26624,2048,0.557279,0.603719,-17.418044,TRUE,,623.018002,0.984957,624.442531,1242.082609,37.541059,31.825609,5.715451,,,,,,
13,26624,28672,2048,0.603719,0.650159,-15.438482,TRUE,,628.557482,0.983357,634.282839,1253.610039,35.122858,38.400972,-3.278114,,,,,,
14,28672,30720,2048,0.650159,0.696599,-13.582181,TRUE,,635.422816,0.987787,633.748425,1270.906048,42.218222,37.458092,4.760130,,,,,,
15,30720,32768,2048,0.696599,0.743039,-19.382605,TRUE,,643.499506,0.970002,634.602570,1274.841982,30.880698,30.498858,0.381840,,,,,,
16,32768,34816,2048,0.743039,0.789478,-17.660401,TRUE,,640.009816,0.978960,643.489841,1254.655052,36.086890,28.794171,7.292720,,,,,,
17,34816,36864,2048,0.789478,0.835918,-16.680444,TRUE,,633.835632,0.974171,628.717697,1250.814989,37.975106,31.525344,6.449762,,,,,,
18,36864,38912,2048,0.835918,0.882358,-14.776484,TRUE,,631.688579,0.989697,631.690376,1262.743032,39.762342,38.197934,1.564408,,,,,,
19,38912,40960,2048,0.882358,0.928798,-13.751499,TRUE,,634.897252,0.988778,633.870277,1269.289607,41.702103,38.280133,3.421970,,,,,,
20,40960,43008,2048,0.928798,0.975238,-16.399523,TRUE,,639.689239,0.989306,638.236965,1275.522898,37.594306,36.343017,1.251289,,,,,,
21,43008,45056,2048,0.975238,1.021678,-16.211345,TRUE,,635.879544,0.987448,638.340933,1269.098153,39.133394,35.673237,3.460157,,,,,,
22,45056,47104,2048,1.021678,1.068118,-15.653491,TRUE,,629.366180,0.984737,630.897624,1255.652587,38.607434,32.139428,6.468006,,,,,,
