frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms_dbfs,valid_h1h2,invalid_reason,f0_hz,autocorr_clarity,h1_frequency_hz,h2_frequency_hz,h1_db,h2_db,h1_minus_h2_db,f1_hz,b1_hz,h1_star_db,h2_star_db,h1_star_minus_h2_star_db,formant_warning
0,0,2048,2048,0.000000,0.046440,-24.587417,FALSE,f0_out_of_range,,0.953392,,,,,,,,,,,
1,2048,4096,2048,0.046440,0.092880,-23.945927,FALSE,f0_out_of_range,,0.961617,,,,,,,,,,,
2,4096,6144,2048,0.092880,0.139320,-23.654672,FALSE,f0_out_of_range,,0.959347,,,,,,,,,,,
3,6144,8192,2048,0.139320,0.185760,-24.634266,FALSE,f0_out_of_range,,0.972439,,,,,,,,,,,
4,8192,10240,2048,0.185760,0.232200,-22.883242,TRUE,,602.506749,0.782550,581.712044,1182.088180,24.272574,14.606308,9.666265,,,,,,
5,10240,12288,2048,0.232200,0.278639,-15.760753,TRUE,,613.708443,0.975782,611.442436,1227.414857,32.818261,40.546907,-7.728646,,,,,,
6,12288,14336,2048,0.278639,0.325079,-15.760970,TRUE,,600.735767,0.973744,597.598104,1198.736897,33.106891,38.277026,-5.170135,,,,,,
7,14336,16384,2048,0.325079,0.371519,-14.146035,TRUE,,600.000657,0.977000,602.480900,1198.434368,32.642711,42.390600,-9.747889,,,,,,
8,16384,18432,2048,0.371519,0.417959,-15.502990,TRUE,,604.494861,0.980647,610.640515,1207.976502,30.251220,41.137640,-10.886421,,,,,,
9,18432,20480,2048,0.417959,0.464399,-16.862768,TRUE,,615.899036,0.980349,617.372754,1232.706635,28.922734,40.214713,-11.291980,,,,,,
10,20480,22528,2048,0.464399,0.510839,-16.703057,TRUE,,616.316925,0.982630,615.221190,1232.200960,28.177367,39.641158,-11.463791,,,,,,
11,22528,24576,2048,0.510839,0.557279,-19.771279,TRUE,,614.890057,0.983416,615.170353,1229.563933,30.638559,34.118289,-3.479729,,,,,,
12,24576,26624,2048,0.557279,0.603719,-15.874898,TRUE,,608.948465,0.985641,609.751472,1217.052251,33.002390,40.773888,-7.771498,,,,,,
13,26624,28672,2048,0.603719,0.650159,-16.642218,TRUE,,619.998370,0.964292,616.719635,1251.363750,24.779905,38.046568,-13.266662,,,,,,
