file,frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms,spr_db,low_band_value,high_band_value,low_peak_freq_hz,high_peak_freq_hz,status
V10before_20220420_tanto_tanto_02_mono.wav,0,0,2048,2048,0.0,0.046439909297052155,0.04755842615573538,-6.18973521318201,263.1128965032228,63.265743213399396,1744.189453125,2088.720703125,included
V10before_20220420_tanto_tanto_02_mono.wav,1,2048,4096,2048,0.046439909297052155,0.09287981859410431,0.07912030047833328,-8.338186479050195,753.8339893523616,110.5241204294881,1851.85546875,3294.580078125,included
V10before_20220420_tanto_tanto_02_mono.wav,2,4096,6144,2048,0.09287981859410431,0.13931972789115646,0.0498788226876856,-7.802866763450474,141.33014330411825,23.43948810938927,1550.390625,3445.3125,included
V10before_20220420_tanto_tanto_02_mono.wav,3,6144,8192,2048,0.13931972789115646,0.18575963718820862,0.20498139047828604,-31.955012215121354,13733.748951118272,8.755639721511638,645.99609375,3316.11328125,included
V10before_20220420_tanto_tanto_02_mono.wav,4,8192,10240,2048,0.18575963718820862,0.23219954648526078,0.26057182830466025,-41.08128169824503,22129.247707058923,1.7251961501694189,645.99609375,3897.509765625,included
V10before_20220420_tanto_tanto_02_mono.wav,5,10240,12288,2048,0.23219954648526078,0.2786394557823129,0.2127881234736026,-41.52889208447195,14203.500929403597,0.9988636194700689,1291.9921875,3229.98046875,included
V10before_20220420_tanto_tanto_02_mono.wav,6,12288,14336,2048,0.2786394557823129,0.3250793650793651,0.22330148119826151,-33.94100926028826,17916.622491527065,7.2302816802690035,1291.9921875,3854.443359375,included
V10before_20220420_tanto_tanto_02_mono.wav,7,14336,16384,2048,0.3250793650793651,0.37151927437641724,0.24387637438400747,-29.61769731481638,19667.175214033196,21.476932660117697,645.99609375,3273.046875,included
V10before_20220420_tanto_tanto_02_mono.wav,8,16384,18432,2048,0.37151927437641724,0.4179591836734694,0.2164940866832546,-34.53314941213901,11188.516504375571,3.9396493194349813,645.99609375,3165.380859375,included
V10before_20220420_tanto_tanto_02_mono.wav,9,18432,20480,2048,0.4179591836734694,0.46439909297052157,0.10130218090213385,-20.79643159989816,1383.4480208687687,11.516478109132676,602.9296875,3596.044921875,included
V10before_20220420_tanto_tanto_02_mono.wav,10,20480,22528,2048,0.46439909297052157,0.5108390022675737,0.20055477785492484,-24.094212436582048,8617.915870162607,33.57229313217897,624.462890625,3100.78125,included
V10before_20220420_tanto_tanto_02_mono.wav,11,22528,24576,2048,0.5108390022675737,0.5572789115646258,0.21540226619647704,-31.272623457762897,10577.499266241337,7.890793135565699,645.99609375,3294.580078125,included
V10before_20220420_tanto_tanto_02_mono.wav,12,24576,26624,2048,0.5572789115646258,0.603718820861678,0.1696377803370122,-25.07474922259966,5125.791480207336,15.932576507835531,1270.458984375,3165.380859375,included
