file,frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,rms,spr_db,low_band_value,high_band_value,low_peak_freq_hz,high_peak_freq_hz,status
V06after_20240618_tanto_tanto_02_mono.wav,0,0,2048,2048,0.0,0.046439909297052155,0.005724786855495014,-21.069327270871632,9.216330603807657,0.07204856213580742,21.533203125,3402.24609375,included
V06after_20240618_tanto_tanto_02_mono.wav,1,2048,4096,2048,0.046439909297052155,0.09287981859410431,0.03753882111142649,-27.747214159470918,404.14222850330276,0.6789109540448288,602.9296875,3445.3125,included
V06after_20240618_tanto_tanto_02_mono.wav,2,4096,6144,2048,0.09287981859410431,0.13931972789115646,0.14179069578184786,-31.12167427235868,6047.119261571384,4.6706906785921145,1270.458984375,3811.376953125,included
V06after_20240618_tanto_tanto_02_mono.wav,3,6144,8192,2048,0.13931972789115646,0.18575963718820862,0.15764587544968045,-25.3426685976373,6908.785097306249,20.18993050559373,1270.458984375,2540.91796875,included
V06after_20240618_tanto_tanto_02_mono.wav,4,8192,10240,2048,0.18575963718820862,0.23219954648526078,0.17159938837659372,-26.630653529299984,11631.885096630856,25.26880770831685,645.99609375,3208.447265625,included
V06after_20240618_tanto_tanto_02_mono.wav,5,10240,12288,2048,0.23219954648526078,0.2786394557823129,0.16111285999398187,-25.201502232999545,8967.407202101624,27.07177100993135,645.99609375,3208.447265625,included
V06after_20240618_tanto_tanto_02_mono.wav,6,12288,14336,2048,0.2786394557823129,0.3250793650793651,0.1521021804300291,-27.311336961899727,7060.717003433993,13.113393966603345,1270.458984375,3811.376953125,included
V06after_20240618_tanto_tanto_02_mono.wav,7,14336,16384,2048,0.3250793650793651,0.37151927437641724,0.10878412234170777,-25.89430138450636,5604.316973391847,14.424227119212329,1270.458984375,2540.91796875,included
V06after_20240618_tanto_tanto_02_mono.wav,8,16384,18432,2048,0.37151927437641724,0.4179591836734694,0.14993845662599395,-21.52700649701781,6123.58408007758,43.08291058825396,645.99609375,3832.91015625,included
V06after_20240618_tanto_tanto_02_mono.wav,9,18432,20480,2048,0.4179591836734694,0.46439909297052157,0.15735970797965754,-24.798290091489918,9468.840143567162,31.366623825954534,1270.458984375,3768.310546875,included
V06after_20240618_tanto_tanto_02_mono.wav,10,20480,22528,2048,0.46439909297052157,0.5108390022675737,0.1260413642610928,-16.34139755162371,2227.8570782970364,51.73060663541032,1270.458984375,3229.98046875,included
V06after_20240618_tanto_tanto_02_mono.wav,11,22528,24576,2048,0.5108390022675737,0.5572789115646258,0.15388149587607994,-19.855324085000174,5642.28136753601,58.33407707471,667.529296875,3316.11328125,included
V06after_20240618_tanto_tanto_02_mono.wav,12,24576,26624,2048,0.5572789115646258,0.603718820861678,0.10915188554775904,-23.621299076645297,4788.344693591606,20.79962467608862,1248.92578125,3122.314453125,included
V06after_20240618_tanto_tanto_02_mono.wav,13,26624,28672,2048,0.603718820861678,0.6501587301587302,0.11204514210181257,-18.450342349202433,2598.750931849069,37.13046799570806,1270.458984375,3208.447265625,included
V06after_20240618_tanto_tanto_02_mono.wav,14,28672,30720,2048,0.6501587301587302,0.6965986394557823,0.11203103855402306,-17.533126346370157,1772.5144726203937,31.28074985038278,645.99609375,3229.98046875,included
V06after_20240618_tanto_tanto_02_mono.wav,15,30720,32768,2048,0.6965986394557823,0.7430385487528345,0.10455224554034041,-14.585262988919345,1566.500948240714,54.5009864850304,1227.392578125,3703.7109375,included
V06after_20240618_tanto_tanto_02_mono.wav,16,32768,34816,2048,0.7430385487528345,0.7894784580498866,0.1133205649593489,-21.51886207544193,1987.750502393822,14.011210710585168,1270.458984375,3143.84765625,included
V06after_20240618_tanto_tanto_02_mono.wav,17,34816,36864,2048,0.7894784580498866,0.8359183673469388,0.11410724064631218,-19.83050893287436,3199.9924828012972,33.2734677164439,667.529296875,3316.11328125,included
V06after_20240618_tanto_tanto_02_mono.wav,18,36864,38912,2048,0.8359183673469388,0.8823582766439909,0.09105474651105937,-13.38687118128914,1536.0406901728823,70.42317518551278,1227.392578125,3725.244140625,included
V06after_20240618_tanto_tanto_02_mono.wav,19,38912,40960,2048,0.8823582766439909,0.9287981859410431,0.12413274061728069,-18.358421691830227,2445.1006789147755,35.68244269962425,1270.458984375,3229.98046875,included
V06after_20240618_tanto_tanto_02_mono.wav,20,40960,43008,2048,0.9287981859410431,0.9752380952380952,0.10998797218010134,-23.79314704890404,1859.7403996716068,7.76493135207063,667.529296875,3316.11328125,included
V06after_20240618_tanto_tanto_02_mono.wav,21,43008,45056,2048,0.9752380952380952,1.0216780045351475,0.08794342269326592,-17.5553511759617,1445.5318831591271,25.380054916295347,1205.859375,3639.111328125,included
V06after_20240618_tanto_tanto_02_mono.wav,22,45056,47104,2048,1.0216780045351475,1.0681179138321995,0.16486955566163267,-28.8913126933239,14802.948095676305,19.108075430388066,1227.392578125,3122.314453125,included
V06after_20240618_tanto_tanto_02_mono.wav,23,47104,49152,2048,1.0681179138321995,1.1145578231292517,0.10057565064943695,-23.968965061919782,2569.0580153854294,10.300952998840614,1227.392578125,3316.11328125,included
V06after_20240618_tanto_tanto_02_mono.wav,24,49152,51200,2048,1.1145578231292517,1.1609977324263039,0.07813532383520275,-20.145448894770553,1336.515277004249,12.924954944141763,1227.392578125,3660.64453125,included
