source_file,frame_index,start_sample,end_sample,start_time_s,end_time_s,frame_length_samples,is_short_frame,rms_dbfs,max_abs_sample,is_silent_frame,numerator_sum_2p4_4k,denominator_sum_0_4k,sfr_percent,include_in_median,exclusion_reason,calculation_warning
V11before_20220420_tanto_tanto_02_mono.wav,29,59392,61440,1.346757370,1.393197279,2048,0,-17.987369,13793.000000,0,0.668291143995391,5.071982721748125,13.176132109634940,1,,
V11before_20220420_tanto_tanto_02_mono.wav,30,61440,63488,1.393197279,1.439637188,2048,0,-23.309133,5829.000000,0,0.487245313886282,3.128561831260375,15.574098904415447,1,,
V11before_20220420_tanto_tanto_02_mono.wav,31,63488,65536,1.439637188,1.486077098,2048,0,-24.112268,5924.000000,0,0.371969770698806,2.744853819432005,13.551532983850404,1,,
V11before_20220420_tanto_tanto_02_mono.wav,32,65536,67584,1.486077098,1.532517007,2048,0,-27.331566,4882.000000,0,0.285939281226436,1.974315637669995,14.482956816565048,1,,
V11before_20220420_tanto_tanto_02_mono.wav,33,67584,69632,1.532517007,1.578956916,2048,0,-28.348430,3372.000000,0,0.261679629164465,1.782755047732625,14.678383858583308,1,,
V11before_20220420_tanto_tanto_02_mono.wav,34,69632,71680,1.578956916,1.625396825,2048,0,-28.707818,2806.000000,0,0.169658830730545,1.486632595851791,11.412290515084264,1,,
V11before_20220420_tanto_tanto_02_mono.wav,35,71680,73728,1.625396825,1.671836735,2048,0,-23.738085,5653.000000,0,0.339823755271511,2.976163840448343,11.418180365376594,1,,
V11before_20220420_tanto_tanto_02_mono.wav,36,73728,75776,1.671836735,1.718276644,2048,0,-25.265516,5406.000000,0,0.358131284722234,2.656493942409691,13.481351453689948,1,,
V11before_20220420_tanto_tanto_02_mono.wav,37,75776,77824,1.718276644,1.764716553,2048,0,-20.089019,7760.000000,0,0.495494249167550,3.951631299146541,12.538979769559100,1,,
V11before_20220420_tanto_tanto_02_mono.wav,38,77824,79872,1.764716553,1.811156463,2048,0,-19.076641,9159.000000,0,0.681496354035656,3.996301158726008,17.053178100644256,1,,
V11before_20220420_tanto_tanto_02_mono.wav,39,79872,81920,1.811156463,1.857596372,2048,0,-20.092011,8729.000000,0,1.733541137791815,4.328824420408418,40.046464569432871,1,,
V11before_20220420_tanto_tanto_02_mono.wav,40,81920,83968,1.857596372,1.904036281,2048,0,-20.374899,8851.000000,0,1.361775244760540,3.907790560255179,34.847702909431675,1,,
V11before_20220420_tanto_tanto_02_mono.wav,41,83968,86016,1.904036281,1.950476190,2048,0,-16.838417,13874.000000,0,2.661505579435478,7.206895709736604,36.929986038784378,1,,
V11before_20220420_tanto_tanto_02_mono.wav,42,86016,88064,1.950476190,1.996916100,2048,0,-16.753360,15449.000000,0,3.132480384556752,7.866209722653045,39.821979008973805,1,,
V11before_20220420_tanto_tanto_02_mono.wav,43,88064,90112,1.996916100,2.043356009,2048,0,-15.414571,13098.000000,0,1.885254915723512,5.964720542205747,31.606760155545313,1,,
V11before_20220420_tanto_tanto_02_mono.wav,44,90112,92160,2.043356009,2.089795918,2048,0,-17.113591,14118.000000,0,2.244600778565591,5.729141608569153,39.178657675493859,1,,
V11before_20220420_tanto_tanto_02_mono.wav,45,92160,94208,2.089795918,2.136235828,2048,0,-17.227442,13800.000000,0,2.659978154275813,8.817815708344201,30.165953136882923,1,,
V11before_20220420_tanto_tanto_02_mono.wav,46,94208,96256,2.136235828,2.182675737,2048,0,-15.967780,13963.000000,0,2.180882106868541,6.558300137020183,33.253770966624934,1,,
V11before_20220420_tanto_tanto_02_mono.wav,47,96256,98304,2.182675737,2.229115646,2048,0,-17.678873,11295.000000,0,2.525453464863550,6.381077309442605,39.577227204666976,1,,
V11before_20220420_tanto_tanto_02_mono.wav,48,98304,100352,2.229115646,2.275555556,2048,0,-16.763491,14434.000000,0,1.392956512600529,6.233182579923486,22.347436397693780,1,,
V11before_20220420_tanto_tanto_02_mono.wav,49,100352,102400,2.275555556,2.321995465,2048,0,-15.704407,15964.000000,0,1.481225232465578,7.464113926444714,19.844622510620106,1,,
V11before_20220420_tanto_tanto_02_mono.wav,50,102400,104448,2.321995465,2.368435374,2048,0,-17.969169,11468.000000,0,1.870464684620126,6.249720223399299,29.928774693257509,1,,
V11before_20220420_tanto_tanto_02_mono.wav,51,104448,106496,2.368435374,2.414875283,2048,0,-18.051002,12250.000000,0,1.929409437883722,6.924236185918975,27.864581537633569,1,,
