file_name,frame_index,start_sample,end_sample_exclusive,frame_length_samples,start_time_s,center_time_s,end_time_s,rms_dbfs,is_short_frame,is_silent_frame,include_in_median,exclusion_reason,fa_hz,fc_hz,fb_hz,bandwidth_hz,q_value,peak_db,minus_3db_target_db,n_valid_candidates,selected_peak_policy,status
E01before_tanto-tanto_20141001_02_mono.wav,0,0,2048,2048,0.0,0.023219954648526078,0.046439909297052155,-29.704698078503803,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,1,2048,4096,2048,0.046439909297052155,0.06965986394557823,0.09287981859410431,-21.809438319342185,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,2,4096,6144,2048,0.09287981859410431,0.11609977324263039,0.13931972789115646,-15.868611293555519,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,3,6144,8192,2048,0.13931972789115646,0.16253968253968254,0.18575963718820862,-13.992090586016882,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,4,8192,10240,2048,0.18575963718820862,0.2089795918367347,0.23219954648526078,-13.44230029034078,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,5,10240,12288,2048,0.23219954648526078,0.25541950113378686,0.2786394557823129,-12.838554123325036,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,6,12288,14336,2048,0.2786394557823129,0.301859410430839,0.3250793650793651,-13.708762710671142,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,7,14336,16384,2048,0.3250793650793651,0.34829931972789113,0.37151927437641724,-14.539238308137318,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,8,16384,18432,2048,0.37151927437641724,0.3947392290249433,0.4179591836734694,-13.153215895529168,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,9,18432,20480,2048,0.4179591836734694,0.44117913832199546,0.46439909297052157,-13.385671706038806,False,False,True,,3219.2138671875,2986.136746505163,3381.1502614468945,395.0135149417315,8.149629684600454,36.29742704789797,33.29742704789797,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,10,20480,22528,2048,0.46439909297052157,0.4876190476190476,0.5108390022675737,-16.20335007566495,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,11,22528,24576,2048,0.5108390022675737,0.5340589569160997,0.5572789115646258,-20.123887800910264,False,False,True,,3154.6142578125,3043.36968859001,3240.3884291108657,197.01874052085577,16.01174715396459,39.26910638137277,36.26910638137277,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,12,24576,26624,2048,0.5572789115646258,0.5804988662131519,0.603718820861678,-13.83232554272379,False,False,True,,3499.1455078125,3017.7060560539244,3764.1247491629656,746.4186931090412,4.6879124814486985,29.415134516896178,26.415134516896178,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,13,26624,28672,2048,0.603718820861678,0.626938775510204,0.6501587301587302,-16.1840155358484,False,False,False,no_valid_2p4_4p0_kHz_LPC_peak_or_3dB_crossings,,,,,,,,0,largest-q,no_valid_Q
E01before_tanto-tanto_20141001_02_mono.wav,14,28672,30720,2048,0.6501587301587302,0.6733786848072563,0.6965986394557823,-17.146208986707812,False,False,True,,3176.1474609375,3034.2619536948955,3286.705455339818,252.44350164492243,12.581617036056448,37.03997913114335,34.03997913114335,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,15,30720,32768,2048,0.6965986394557823,0.7198185941043084,0.7430385487528345,-17.98958762178918,False,False,True,,3154.6142578125,2975.7204167527498,3302.9937387668274,327.2733220140776,9.639081604325833,35.313955161748446,32.313955161748446,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,16,32768,34816,2048,0.7430385487528345,0.7662585034013606,0.7894784580498866,-17.381744547058485,False,False,True,,3197.6806640625,3115.0123890778864,3253.848945072295,138.83655599440863,23.031979158221702,42.78146592779473,39.78146592779473,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,17,34816,36864,2048,0.7894784580498866,0.8126984126984127,0.8359183673469388,-16.344990526371173,False,False,True,,3197.6806640625,3086.24342054945,3301.1693798861147,214.92595933666462,14.878056954737536,38.76499005395967,35.76499005395967,1,largest-q,valid
E01before_tanto-tanto_20141001_02_mono.wav,18,36864,38912,2048,0.8359183673469388,0.8591383219954648,0.8823582766439909,-15.045425385833,False,False,True,,3197.6806640625,2935.8693583589434,3377.447452521035,441.5780941620915,7.24148391040593,35.01392942797859,32.01392942797859,1,largest-q,valid
