file_name,sample_rate_hz,duration_s,total_samples,frame_size_samples,hop_size_samples,lpc_order,peak_search_low_hz,peak_search_high_hz,silence_threshold_dbfs,total_frames_recorded,n_short_frames_excluded,n_silent_frames_excluded,n_no_valid_q_frames,n_valid_q_frames,median_Y_Q_value,mean_Y_Q_value,sd_Y_Q_value,min_Y_Q_value,max_Y_Q_value,q1_Y_Q_value,q3_Y_Q_value,iqr_Y_Q_value,framewise_csv,status
E01after_tanto-tanto_20160401_caro-mio-ben_01_mono.wav,44100,2.693514739229025,118784,2048,2048,12,2400.0,4000.0,-60.0,58,0,0,23,35,10.519752293283425,16.175436680980905,15.236074785186354,3.867916789876334,63.72231691952153,6.446451588606393,18.196551516000433,11.75009992739404,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E01after_tanto-tanto_20160401_caro-mio-ben_01_mono_Y_Q_value_framewise.csv,ok
E01before_tanto-tanto_20141001_02_mono.wav,44100,1.811156462585034,79872,2048,2048,12,2400.0,4000.0,-60.0,39,0,0,19,20,8.320579960552537,9.743710829080912,4.763246956653503,3.2054544845835276,23.031979158221702,6.979237346284117,11.328413393868528,4.349176047584411,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E01before_tanto-tanto_20141001_02_mono_Y_Q_value_framewise.csv,ok
E02after_20160401_tanto-tanto_01_44100_mono.wav,44100,1.9969160997732427,88064,2048,2048,12,2400.0,4000.0,-60.0,43,0,0,15,28,11.467582386522746,16.865342915570007,15.552796376231072,4.34278892896478,72.7258775879073,7.7708363262903895,15.418226818848197,7.647390492557808,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E02after_20160401_tanto-tanto_01_44100_mono_Y_Q_value_framewise.csv,ok
E02before_20141001_tanto-tanto_01_44100_mono.wav,44100,2.043356009070295,90112,2048,2048,12,2400.0,4000.0,-60.0,44,0,0,17,27,9.386479626615197,13.27296762834179,8.145889736680244,4.933733682414363,33.61207630104107,6.982065892147696,19.059473201481225,12.07740730933353,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E02before_20141001_tanto-tanto_01_44100_mono_Y_Q_value_framewise.csv,ok
E03after_tanto-tanto_20240223_caro-mio-ben_02_mono.wav,44100,2.182675736961451,96256,2048,2048,12,2400.0,4000.0,-60.0,47,0,0,38,9,5.066345965591876,5.334669382505855,1.6581864604254561,2.9351194828299936,8.025701309945454,4.213140817428014,6.380429043907436,2.167288226479422,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E03after_tanto-tanto_20240223_caro-mio-ben_02_mono_Y_Q_value_framewise.csv,ok
E03before_tanto-tanto_20220607_caro-mio-ben_02_1__mono.wav,44100,2.043356009070295,90112,2048,2048,12,2400.0,4000.0,-60.0,44,0,0,44,0,nan,nan,nan,nan,nan,nan,nan,nan,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E03before_tanto-tanto_20220607_caro-mio-ben_02_1__mono_Y_Q_value_framewise.csv,no_valid_q_values
E04after_20240223_tanto-tanto_02_mono.wav,44100,2.5541950113378684,112640,2048,2048,12,2400.0,4000.0,-60.0,55,0,0,38,17,10.157766167357394,12.83963659675311,8.75448435025575,3.571101900895927,35.79001517800666,5.686351739652941,15.8929756012384,10.20662386158546,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E04after_20240223_tanto-tanto_02_mono_Y_Q_value_framewise.csv,ok
E04before_20220607_tanto-tanto_02_mono.wav,44100,2.6006349206349206,114688,2048,2048,12,2400.0,4000.0,-60.0,56,0,0,43,13,7.975648511291164,7.925201999564862,3.083856053205147,3.6621705330652805,13.603693437930845,5.106008662725162,10.49594434458772,5.389935681862558,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E04before_20220607_tanto-tanto_02_mono_Y_Q_value_framewise.csv,ok
E05after_tanto-tanto240206_0629caro-2_mono.wav,44100,1.811156462585034,79872,2048,2048,12,2400.0,4000.0,-60.0,39,0,0,10,29,19.51038512126536,19.95408736167503,8.09207920127273,6.6743361442011295,43.327740221788154,15.537761039122142,22.3462605947663,6.808499555644158,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E05after_tanto-tanto240206_0629caro-2_mono_Y_Q_value_framewise.csv,ok
E05before_tanto-tanto_20220531_caro-mio-ben_02_mono.wav,44100,2.182675736961451,96256,2048,2048,12,2400.0,4000.0,-60.0,47,0,0,20,27,20.235522387392344,27.540402479860884,23.544871172832817,5.960277374978488,95.85782014302559,11.577147680863956,33.089839266382135,21.51269158551818,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E05before_tanto-tanto_20220531_caro-mio-ben_02_mono_Y_Q_value_framewise.csv,ok
E06after_tanto-tanto240206_caro-mio-ben_02_mono.wav,44100,2.461315192743764,108544,2048,2048,12,2400.0,4000.0,-60.0,53,0,0,33,20,7.793147538718669,9.967135889744878,6.368906817764807,3.674208606571437,27.428084439895834,5.382698087433171,11.205095774184501,5.82239768675133,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E06after_tanto-tanto240206_caro-mio-ben_02_mono_Y_Q_value_framewise.csv,ok
E06before_tanto-tanto_20220607_caro-mio-ben_02_mono.wav,44100,2.182675736961451,96256,2048,2048,12,2400.0,4000.0,-60.0,47,0,0,44,3,4.8309077397949,5.69559534526741,2.19499343299222,4.064632898416456,8.191245397590874,4.447770319105678,6.5110765686928875,2.0633062495872094,/mnt/data/Acoustic_Analysis_Results_2026-08-18/07_Y_Q_value/E06before_tanto-tanto_20220607_caro-mio-ben_02_mono_Y_Q_value_framewise.csv,ok
