frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,short_final_frame,rms_dbfs,autocorr_voicing_score,is_likely_voiced,voicing_warning,spectral_centroid_hz,spectral_centroid_khz,calculation_warning
0,0,2048,2048,0.000000000,0.046439909,False,-26.014460554,0.847032340,True,,2202.054945445,2.202054945,
1,2048,4096,2048,0.046439909,0.092879819,False,-24.113342002,0.793658509,True,,1680.072539456,1.680072539,
2,4096,6144,2048,0.092879819,0.139319728,False,-23.684852572,0.885309830,True,,1373.779948654,1.373779949,
3,6144,8192,2048,0.139319728,0.185759637,False,-23.115070057,0.947218704,True,,1002.433807805,1.002433808,
4,8192,10240,2048,0.185759637,0.232199546,False,-25.903450085,0.741041747,True,,1996.378319099,1.996378319,
5,10240,12288,2048,0.232199546,0.278639456,False,-17.925126898,0.949372640,True,,1441.574548528,1.441574549,
6,12288,14336,2048,0.278639456,0.325079365,False,-17.775720905,0.956428639,True,,1402.279984886,1.402279985,
7,14336,16384,2048,0.325079365,0.371519274,False,-15.492100188,0.957444114,True,,1521.039398843,1.521039399,
8,16384,18432,2048,0.371519274,0.417959184,False,-15.097801006,0.948780641,True,,1452.871511873,1.452871512,
9,18432,20480,2048,0.417959184,0.464399093,False,-16.116299780,0.986481057,True,,1474.334940885,1.474334941,
10,20480,22528,2048,0.464399093,0.510839002,False,-17.753639245,0.984258107,True,,1430.596690355,1.430596690,
11,22528,24576,2048,0.510839002,0.557278912,False,-15.854211854,0.988208436,True,,1210.836532015,1.210836532,
12,24576,26624,2048,0.557278912,0.603718821,False,-14.581877843,0.989885848,True,,1314.452836148,1.314452836,
13,26624,28672,2048,0.603718821,0.650158730,False,-16.781782798,0.990279514,True,,1270.402402564,1.270402403,
14,28672,30720,2048,0.650158730,0.696598639,False,-19.731423040,0.986475590,True,,1153.584222649,1.153584223,
15,30720,32768,2048,0.696598639,0.743038549,False,-17.877155896,0.984052785,True,,1163.511934387,1.163511934,
16,32768,34816,2048,0.743038549,0.789478458,False,-15.312377261,0.987244892,True,,1156.728443512,1.156728444,
17,34816,36864,2048,0.789478458,0.835918367,False,-15.540753202,0.987933640,True,,1262.690599897,1.262690600,
18,36864,38912,2048,0.835918367,0.882358277,False,-15.753349409,0.989472818,True,,1117.476582525,1.117476583,
19,38912,40960,2048,0.882358277,0.928798186,False,-16.902641271,0.989323552,True,,1120.933131141,1.120933131,
20,40960,43008,2048,0.928798186,0.975238095,False,-16.104531431,0.987321188,True,,1150.892775904,1.150892776,
21,43008,45056,2048,0.975238095,1.021678005,False,-20.484391145,0.970228305,True,,1382.535440054,1.382535440,
22,45056,47104,2048,1.021678005,1.068117914,False,-16.825210303,0.990103334,True,,1128.309091306,1.128309091,
23,47104,49152,2048,1.068117914,1.114557823,False,-17.006040171,0.987930426,True,,1149.241098476,1.149241098,
24,49152,51200,2048,1.114557823,1.160997732,False,-18.041477507,0.980461155,True,,1162.111885352,1.162111885,
25,51200,53248,2048,1.160997732,1.207437642,False,-20.419918071,0.983851903,True,,1242.838820246,1.242838820,
26,53248,55296,2048,1.207437642,1.253877551,False,-18.023292772,0.987720088,True,,1319.771546385,1.319771546,
27,55296,57344,2048,1.253877551,1.300317460,False,-19.226695377,0.987709637,True,,1267.284048733,1.267284049,
28,57344,59392,2048,1.300317460,1.346757370,False,-21.108920612,0.977995261,True,,1449.003786118,1.449003786,
29,59392,61440,2048,1.346757370,1.393197279,False,-23.979368096,0.979022024,True,,1346.917904502,1.346917905,
30,61440,63488,2048,1.393197279,1.439637188,False,-25.074632551,0.971696323,True,,1444.310169284,1.444310169,
31,63488,65536,2048,1.439637188,1.486077098,False,-23.590177789,0.979830515,True,,1344.570062014,1.344570062,
32,65536,67584,2048,1.486077098,1.532517007,False,-29.577785380,0.861857519,True,,1203.432700531,1.203432701,
33,67584,69632,2048,1.532517007,1.578956916,False,-34.788030705,0.895762594,True,,1332.060210456,1.332060210,
34,69632,71680,2048,1.578956916,1.625396825,False,-36.463925446,0.768619140,True,,1367.181823831,1.367181824,
35,71680,73728,2048,1.625396825,1.671836735,False,-33.244050826,0.886332307,True,,1681.138625697,1.681138626,
36,73728,75776,2048,1.671836735,1.718276644,False,-36.857586036,0.663733000,True,,1535.478955901,1.535478956,
37,75776,77824,2048,1.718276644,1.764716553,False,-33.789485473,0.844012490,True,,1293.809817920,1.293809818,
38,77824,79872,2048,1.764716553,1.811156463,False,-33.972699702,0.724574013,True,,1449.965177694,1.449965178,
39,79872,81920,2048,1.811156463,1.857596372,False,-31.039991939,0.876368992,True,,1045.253548190,1.045253548,
40,81920,83968,2048,1.857596372,1.904036281,False,-30.466306793,0.891700239,True,,1365.569440580,1.365569441,
41,83968,86016,2048,1.904036281,1.950476190,False,-30.948122212,0.914460162,True,,1141.954407957,1.141954408,
42,86016,88064,2048,1.950476190,1.996916100,False,-30.753389992,0.850356851,True,,1060.787120063,1.060787120,
43,88064,90112,2048,1.996916100,2.043356009,False,-32.017096524,0.856533613,True,,1283.616718816,1.283616719,
44,90112,92160,2048,2.043356009,2.089795918,False,-32.101809531,0.904982450,True,,1434.795060400,1.434795060,
45,92160,94208,2048,2.089795918,2.136235828,False,-31.243637486,0.889102855,True,,1411.253758621,1.411253759,
46,94208,96256,2048,2.136235828,2.182675737,False,-32.286274986,0.901958807,True,,1411.587230502,1.411587231,
