input_file,framewise_csv,sampling_rate_hz,duration_s,frame_size_samples,hop_size_samples,fft_size_points,frame_duration_ms,window,weighting,min_frequency_hz,max_frequency_hz,centroid_definition,n_frames_total,n_valid_centroid_frames,n_invalid_centroid_frames,n_likely_voiced_frames,n_likely_unvoiced_frames,likely_unvoiced_frame_indices,median_spectral_centroid_all_frames_hz,q25_spectral_centroid_all_frames_hz,q75_spectral_centroid_all_frames_hz,iqr_spectral_centroid_all_frames_hz,mean_spectral_centroid_all_frames_hz,sd_spectral_centroid_all_frames_hz,min_spectral_centroid_all_frames_hz,max_spectral_centroid_all_frames_hz,median_spectral_centroid_likely_voiced_frames_hz,iqr_spectral_centroid_likely_voiced_frames_hz,warning
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E01after_tanto-tanto_20160401_caro-mio-ben_01_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E01after_tanto-tanto_20160401_caro-mio-ben_01_mono_spectral_centroid_framewise.csv,44100,2.693514739,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),58,58,0,58,0,,2007.980498919,1809.478621420,2195.009307463,385.530686043,2084.917003191,494.383936685,1388.790507537,4748.766362212,2007.980498919,385.530686043,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E01before_tanto-tanto_20141001_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E01before_tanto-tanto_20141001_02_mono_spectral_centroid_framewise.csv,44100,1.811156463,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),39,39,0,39,0,,2211.756103784,1826.317130259,2430.656779021,604.339648762,2246.613494169,551.344107057,1642.719608524,4064.341971885,2211.756103784,604.339648762,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E02after_20160401_tanto-tanto_01_44100_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E02after_20160401_tanto-tanto_01_44100_mono_spectral_centroid_framewise.csv,44100,1.996916100,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),43,43,0,43,0,,1463.091976498,1409.082943087,1519.695268933,110.612325847,1460.278250811,177.969589526,1089.166080029,1920.798622146,1463.091976498,110.612325847,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E02before_20141001_tanto-tanto_01_44100_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E02before_20141001_tanto-tanto_01_44100_mono_spectral_centroid_framewise.csv,44100,2.043356009,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),44,44,0,44,0,,1578.534596863,1497.347979804,1932.541513416,435.193533612,1817.215536729,696.973630620,1128.203071441,4624.955964135,1578.534596863,435.193533612,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E03after_tanto-tanto_20240223_caro-mio-ben_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E03after_tanto-tanto_20240223_caro-mio-ben_02_mono_spectral_centroid_framewise.csv,44100,2.182675737,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),47,47,0,47,0,,2246.129107832,2024.056197372,2647.793975488,623.737778117,2604.786141266,957.475193569,1710.688693115,5508.600723168,2246.129107832,623.737778117,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E03before_tanto-tanto_20220607_caro-mio-ben_02_1__mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E03before_tanto-tanto_20220607_caro-mio-ben_02_1__mono_spectral_centroid_framewise.csv,44100,2.043356009,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),44,44,0,44,0,,1862.983140808,1535.620794194,1986.101931354,450.481137161,1777.906278017,328.539679455,1158.133112175,2319.684058876,1862.983140808,450.481137161,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E04after_20240223_tanto-tanto_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E04after_20240223_tanto-tanto_02_mono_spectral_centroid_framewise.csv,44100,2.554195011,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),55,55,0,55,0,,2050.822677917,1778.874969578,2338.611562347,559.736592768,2418.093212969,1026.445063717,1464.281957400,5787.662753955,2050.822677917,559.736592768,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E04before_20220607_tanto-tanto_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E04before_20220607_tanto-tanto_02_mono_spectral_centroid_framewise.csv,44100,2.600634921,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),56,56,0,56,0,,1659.116579304,1518.711025389,2019.101882573,500.390857184,1786.225591195,443.744226023,1066.227437877,3219.583246732,1659.116579304,500.390857184,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E05after_tanto-tanto240206_0629caro-2_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E05after_tanto-tanto240206_0629caro-2_mono_spectral_centroid_framewise.csv,44100,1.811156463,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),39,39,0,39,0,,1907.577335262,1754.902862549,2108.706616787,353.803754238,2021.458747093,528.843434497,1404.665803605,4110.298833901,1907.577335262,353.803754238,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E05before_tanto-tanto_20220531_caro-mio-ben_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E05before_tanto-tanto_20220531_caro-mio-ben_02_mono_spectral_centroid_framewise.csv,44100,2.182675737,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),47,47,0,47,0,,1513.366414401,1288.117067003,1656.132538511,368.015471507,1486.980705818,343.098416865,736.475809259,3028.764282385,1513.366414401,368.015471507,
/mnt/data/Acoustic_Analysis_Results_2026-08-18/00_full_2048_frame_wav/E06after_tanto-tanto240206_caro-mio-ben_02_mono.wav,/mnt/data/Acoustic_Analysis_Results_2026-08-18/06_Spectral_Centroid/E06after_tanto-tanto240206_caro-mio-ben_02_mono_spectral_centroid_framewise.csv,44100,2.461315193,2048,2048,2048,46.439909297,hann,magnitude,0.000000000,22050.000000000,sum(frequency_bin_hz * spectral_weight) / sum(spectral_weight),53,53,0,53,0,,2012.287934962,1747.345724945,2395.551388894,648.205663948,2313.584656808,919.141207935,1505.135885269,5906.923338956,2012.287934962,648.205663948,
