frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,short_final_frame,rms_dbfs,autocorr_voicing_score,is_voiced,voicing_warning,cpps_db,peak_quefrency_s,peak_frequency_hz,calculation_warning
0,0,2048,2048,0.000000000,0.046439909,0,-26.887083,0.931243,1,,3.329431,0.001029038,971.781408,
1,2048,4096,2048,0.046439909,0.092879819,0,-24.381969,0.951494,1,,5.264144,0.001020408,980.000000,
2,4096,6144,2048,0.092879819,0.139319728,0,-25.738199,0.965631,1,,3.046583,0.001020408,980.000000,
3,6144,8192,2048,0.139319728,0.185759637,0,-28.468662,0.941531,1,,2.616446,0.001020408,980.000000,
4,8192,10240,2048,0.185759637,0.232199546,0,-28.252384,0.598200,1,,5.766961,0.001509293,662.561750,
5,10240,12288,2048,0.232199546,0.278639456,0,-21.849699,0.886850,1,,6.951614,0.001744006,573.392602,
6,12288,14336,2048,0.278639456,0.325079365,0,-21.396905,0.947468,1,,8.536503,0.001483290,674.176809,
7,14336,16384,2048,0.325079365,0.371519274,0,-15.786983,0.983756,1,,7.763505,0.001716025,582.742047,
8,16384,18432,2048,0.371519274,0.417959184,0,-15.187508,0.953315,1,,6.825675,0.001561022,640.606033,
9,18432,20480,2048,0.417959184,0.464399093,0,-16.209426,0.979527,1,,6.524823,0.001805815,553.766660,
10,20480,22528,2048,0.464399093,0.510839002,0,-16.252549,0.965548,1,,6.712590,0.001451435,688.973534,
11,22528,24576,2048,0.510839002,0.557278912,0,-15.127582,0.985761,1,,8.011523,0.001454302,687.615261,
12,24576,26624,2048,0.557278912,0.603718821,0,-16.870630,0.986384,1,,7.011489,0.001530294,653.469346,
13,26624,28672,2048,0.603718821,0.650158730,0,-15.414592,0.987390,1,,8.950435,0.001453126,688.171675,
14,28672,30720,2048,0.650158730,0.696598639,0,-19.140599,0.967750,1,,6.960635,0.001416528,705.951279,
15,30720,32768,2048,0.696598639,0.743038549,0,-15.042907,0.986069,1,,6.171718,0.001417024,705.704284,
16,32768,34816,2048,0.743038549,0.789478458,0,-15.155428,0.989057,1,,8.002380,0.003271771,305.644831,
17,34816,36864,2048,0.789478458,0.835918367,0,-17.480601,0.985070,1,,9.537583,0.003380069,295.851979,
18,36864,38912,2048,0.835918367,0.882358277,0,-17.821604,0.981326,1,,10.541774,0.001457403,686.151913,
19,38912,40960,2048,0.882358277,0.928798186,0,-15.032334,0.988089,1,,9.379349,0.001737463,575.551990,
20,40960,43008,2048,0.928798186,0.975238095,0,-18.974177,0.978175,1,,10.430980,0.001454758,687.399415,
21,43008,45056,2048,0.975238095,1.021678005,0,-18.548238,0.981105,1,,10.008582,0.001494321,669.200335,
22,45056,47104,2048,1.021678005,1.068117914,0,-14.800259,0.986786,1,,10.664492,0.001439294,694.784909,
23,47104,49152,2048,1.068117914,1.114557823,0,-16.262940,0.982542,1,,9.800601,0.001454922,687.321913,
24,49152,51200,2048,1.114557823,1.160997732,0,-23.472856,0.974951,1,,10.862991,0.001654874,604.275747,
25,51200,53248,2048,1.160997732,1.207437642,0,-27.745722,0.966642,1,,9.880903,0.001807160,553.354383,
26,53248,55296,2048,1.207437642,1.253877551,0,-29.299841,0.941035,1,,9.329863,0.001641716,609.118595,
27,55296,57344,2048,1.253877551,1.300317460,0,-28.377365,0.927438,1,,7.600976,0.001654728,604.329041,
28,57344,59392,2048,1.300317460,1.346757370,0,-30.052666,0.755673,1,,2.954214,0.001651359,605.561936,
29,59392,61440,2048,1.346757370,1.393197279,0,-32.927541,0.742693,1,,4.459673,0.002491085,401.431477,
30,61440,63488,2048,1.393197279,1.439637188,0,-24.592315,0.910432,1,,7.987889,0.002501455,399.767286,
31,63488,65536,2048,1.439637188,1.486077098,0,-23.939188,0.923696,1,,8.417224,0.002507100,398.867296,
32,65536,67584,2048,1.486077098,1.532517007,0,-25.268385,0.901157,1,,8.091808,0.002388280,418.711452,
33,67584,69632,2048,1.532517007,1.578956916,0,-24.236271,0.907139,1,,8.863841,0.002132982,468.827254,
34,69632,71680,2048,1.578956916,1.625396825,0,-24.153036,0.894141,1,,7.973257,0.002242246,445.981309,
35,71680,73728,2048,1.625396825,1.671836735,0,-27.359556,0.837219,1,,7.104537,0.002168406,461.168304,
36,73728,75776,2048,1.671836735,1.718276644,0,-28.550820,0.883033,1,,3.050359,0.001020408,980.000000,
