frame_index,start_sample,end_sample,frame_length_samples,start_time_s,end_time_s,short_final_frame,rms_dbfs,autocorr_voicing_score,is_voiced,voicing_warning,cpps_db,peak_quefrency_s,peak_frequency_hz,calculation_warning
0,0,2048,2048,0.000000000,0.046439909,0,-35.199890,0.811380,1,,4.144306,0.003684942,271.374727,
1,2048,4096,2048,0.046439909,0.092879819,0,-27.917203,0.962868,1,,7.379012,0.001628253,614.155125,
2,4096,6144,2048,0.092879819,0.139319728,0,-19.024746,0.984251,1,,6.330532,0.001608225,621.803498,
3,6144,8192,2048,0.139319728,0.185759637,0,-17.742930,0.979970,1,,7.844678,0.001672315,597.973341,
4,8192,10240,2048,0.185759637,0.232199546,0,-15.105745,0.990408,1,,8.020869,0.001605680,622.789047,
5,10240,12288,2048,0.232199546,0.278639456,0,-16.039032,0.990374,1,,10.469307,0.001656308,603.752381,
6,12288,14336,2048,0.278639456,0.325079365,0,-15.688452,0.989814,1,,9.453347,0.001465708,682.263994,
7,14336,16384,2048,0.325079365,0.371519274,0,-15.831512,0.990474,1,,10.207324,0.001702094,587.511780,
8,16384,18432,2048,0.371519274,0.417959184,0,-16.779542,0.990728,1,,9.352676,0.001439584,694.645270,
9,18432,20480,2048,0.417959184,0.464399093,0,-15.674223,0.991191,1,,10.634260,0.001553845,643.564748,
10,20480,22528,2048,0.464399093,0.510839002,0,-15.591929,0.990886,1,,9.727721,0.001417108,705.662375,
11,22528,24576,2048,0.510839002,0.557278912,0,-16.657902,0.989861,1,,11.540378,0.001466278,681.998752,
12,24576,26624,2048,0.557278912,0.603718821,0,-17.770998,0.991603,1,,11.935829,0.001427839,700.359108,
13,26624,28672,2048,0.603718821,0.650158730,0,-17.377303,0.990830,1,,12.576803,0.001559554,641.208917,
14,28672,30720,2048,0.650158730,0.696598639,0,-17.091252,0.989325,1,,10.478865,0.001446064,691.532402,
15,30720,32768,2048,0.696598639,0.743038549,0,-16.183579,0.990720,1,,9.495154,0.001569862,636.998769,
16,32768,34816,2048,0.743038549,0.789478458,0,-16.988808,0.991749,1,,11.307113,0.001590379,628.780743,
17,34816,36864,2048,0.789478458,0.835918367,0,-17.652706,0.988855,1,,11.490341,0.001492327,670.094309,
18,36864,38912,2048,0.835918367,0.882358277,0,-17.730675,0.990615,1,,11.744786,0.001576089,634.482101,
19,38912,40960,2048,0.882358277,0.928798186,0,-17.419843,0.988184,1,,12.724574,0.001553555,643.685033,
20,40960,43008,2048,0.928798186,0.975238095,0,-17.048470,0.990411,1,,12.282082,0.001548219,645.903438,
21,43008,45056,2048,0.975238095,1.021678005,0,-16.785624,0.991474,1,,11.390193,0.001506630,663.732944,
22,45056,47104,2048,1.021678005,1.068117914,0,-18.617795,0.990570,1,,10.445855,0.001521597,657.204236,
23,47104,49152,2048,1.068117914,1.114557823,0,-17.536486,0.991290,1,,11.205550,0.001523934,656.196532,
24,49152,51200,2048,1.114557823,1.160997732,0,-17.269729,0.989543,1,,11.110355,0.001474727,678.091538,
25,51200,53248,2048,1.160997732,1.207437642,0,-17.662866,0.987130,1,,11.147765,0.001478555,676.336058,
26,53248,55296,2048,1.207437642,1.253877551,0,-18.791014,0.990186,1,,11.910584,0.001431287,698.671918,
27,55296,57344,2048,1.253877551,1.300317460,0,-18.146853,0.990505,1,,12.344397,0.001426886,700.826985,
28,57344,59392,2048,1.300317460,1.346757370,0,-17.220456,0.987279,1,,10.274845,0.001413861,707.283214,
29,59392,61440,2048,1.346757370,1.393197279,0,-19.561696,0.989785,1,,10.890976,0.001473395,678.704615,
30,61440,63488,2048,1.393197279,1.439637188,0,-21.401008,0.985992,1,,12.033825,0.001434824,696.949711,
31,63488,65536,2048,1.439637188,1.486077098,0,-18.876352,0.989016,1,,12.480363,0.001439163,694.848547,
32,65536,67584,2048,1.486077098,1.532517007,0,-18.254383,0.990849,1,,12.147181,0.001473388,678.707905,
33,67584,69632,2048,1.532517007,1.578956916,0,-19.432258,0.990312,1,,13.375512,0.001432523,698.069155,
34,69632,71680,2048,1.578956916,1.625396825,0,-20.804060,0.988277,1,,11.932114,0.001734772,576.444686,
35,71680,73728,2048,1.625396825,1.671836735,0,-18.478102,0.985840,1,,14.320403,0.001681865,594.577878,
36,73728,75776,2048,1.671836735,1.718276644,0,-19.807699,0.984034,1,,12.732190,0.001461470,684.242765,
37,75776,77824,2048,1.718276644,1.764716553,0,-24.544847,0.969680,1,,12.493067,0.001537381,650.456856,
38,77824,79872,2048,1.764716553,1.811156463,0,-28.019472,0.977566,1,,11.326551,0.001519817,657.973787,
39,79872,81920,2048,1.811156463,1.857596372,0,-35.113377,0.974561,1,,11.573126,0.001643235,608.555774,
40,81920,83968,2048,1.857596372,1.904036281,0,-40.057680,0.973789,1,,11.254232,0.001652211,605.249390,
41,83968,86016,2048,1.904036281,1.950476190,0,-45.319944,0.816652,1,,4.447653,0.001020408,980.000000,
42,86016,88064,2048,1.950476190,1.996916100,0,-38.323103,0.929196,1,,6.197926,0.002356951,424.276915,
43,88064,90112,2048,1.996916100,2.043356009,0,-39.109461,0.970475,1,,6.453642,0.002158670,463.248183,
44,90112,92160,2048,2.043356009,2.089795918,0,-41.965387,0.966314,1,,6.598214,0.002267107,441.090754,
45,92160,94208,2048,2.089795918,2.136235828,0,-43.693003,0.965294,1,,9.374766,0.002094465,477.448862,
